names,scores,logfoldchanges,pvals,pvals_adj,target_gene,condition
ID3,4.268639,0.41903943,1.9666932369654455e-05,0.0029515335465142177,JAK2,IFNγ
SOX9,4.139852,1.0766183,3.475301185364276e-05,0.00502477693337547,JAK2,IFNγ
ETV4,4.0819693,0.8004669,4.465566654693586e-05,0.006192252427841773,JAK2,IFNγ
PALLD,4.0385623,0.9925637,5.377981403656363e-05,0.007414110176947656,JAK2,IFNγ
PLOD3,3.972427,0.5883238,7.114407391037261e-05,0.009639818746072887,JAK2,IFNγ
VCL,3.954114,0.52013797,7.681880705105181e-05,0.010176131579857767,JAK2,IFNγ
CDK6,3.9167056,0.5159606,8.976729852674823e-05,0.01176001205892958,JAK2,IFNγ
LINC00937,3.776275,0.89856637,0.00015919128323143282,0.019660123479081953,JAK2,IFNγ
AMIGO2,3.7432072,0.57370216,0.00018168627477644335,0.02186875607867525,JAK2,IFNγ
BIRC2,3.7257326,0.70290166,0.00019474879421798314,0.023322643477256644,JAK2,IFNγ
IGFBP5,3.614383,0.7562395,0.00030106381405777335,0.03432127480258616,JAK2,IFNγ
TTC3,3.5452108,0.56099916,0.00039229906353867766,0.04286725988308353,JAK2,IFNγ
PLEKHA3,3.5338655,0.48855293,0.00040952954439604745,0.0440641546800537,JAK2,IFNγ
PPP3CA,3.5331202,0.7595487,0.00041068565217155313,0.0440641546800537,JAK2,IFNγ
SSU72,-3.5151427,-0.3191148,0.00043951793922014724,0.046526113280304156,JAK2,IFNγ
GYPC,-3.524923,-0.9589766,0.0004236056297632229,0.04504276543921767,JAK2,IFNγ
DYNC1H1,-3.5316672,-0.2683314,0.0004129488354534806,0.04410739993816636,JAK2,IFNγ
PSMB4,-3.5366971,-0.25367525,0.00040516400146050745,0.04386871599375138,JAK2,IFNγ
S100A13,-3.543441,-0.25808004,0.0003949415494167485,0.04295804596224743,JAK2,IFNγ
DRAP1,-3.5454345,-0.21325204,0.0003919664535621161,0.04286725988308353,JAK2,IFNγ
GSTO1,-3.5461984,-0.29847842,0.0003908320232961818,0.04286725988308353,JAK2,IFNγ
RALA,-3.5521226,-0.25678807,0.00038213688853961275,0.04234219579930513,JAK2,IFNγ
HLA-DMA,-3.5632071,-1.9172171,0.00036635131335877334,0.04078367296884147,JAK2,IFNγ
SEPHS2,-3.5757449,-0.41246557,0.00034923199446520737,0.03906126911678773,JAK2,IFNγ
RWDD1,-3.582284,-0.25763857,0.0003406032411328721,0.038276701676505515,JAK2,IFNγ
BIN1,-3.5824516,-0.58972603,0.00034038463637163426,0.038276701676505515,JAK2,IFNγ
SQOR,-3.585656,-0.76907784,0.0003362319984147299,0.03814704854741663,JAK2,IFNγ
SCML1,-3.6149418,-0.97201157,0.0003004150780733935,0.03432127480258616,JAK2,IFNγ
APOBEC3G,-3.621276,-0.9028926,0.0002931536610125069,0.03374397868897361,JAK2,IFNγ
MRPL14,-3.625188,-0.23247208,0.0002887511496425004,0.033399352489380335,JAK2,IFNγ
EMP3,-3.6319506,-0.23774517,0.00028128683965102964,0.032695458538260856,JAK2,IFNγ
HLA-DPA1,-3.6374092,-1.888079,0.00027539420288330574,0.03216821349147264,JAK2,IFNγ
TRIM69,-3.6470966,-1.3939128,0.0002652201709818777,0.031133171754070706,JAK2,IFNγ
SAT1,-3.699148,-0.19975382,0.00021632442733292154,0.025519824979692712,JAK2,IFNγ
DENND5A,-3.7035446,-1.0887446,0.0002126077695006782,0.02520677715200041,JAK2,IFNγ
ARNTL2,-3.7131202,-0.88419724,0.00020471953550296843,0.02439351570777079,JAK2,IFNγ
PSMB2,-3.7503052,-0.18932171,0.00017661951819650698,0.02136735722181415,JAK2,IFNγ
TNFRSF1A,-3.7539566,-0.6396832,0.0001740650499910055,0.02116631007890627,JAK2,IFNγ
TMEM50A,-3.7550557,-0.3647275,0.00017330293281440551,0.02116631007890627,JAK2,IFNγ
EDF1,-3.758465,-0.22413991,0.00017095899223545024,0.021004039502005162,JAK2,IFNγ
NASP,-3.779032,-0.32689065,0.0001574391246408603,0.01954553153656586,JAK2,IFNγ
PPP1R12A,-3.8005495,-0.38541868,0.0001443756326716077,0.018018078957416642,JAK2,IFNγ
IFI27,-3.8059707,-2.4432888,0.00014124914121716416,0.017721162098102625,JAK2,IFNγ
CYB5A,-3.8070884,-0.44354862,0.0001406124835605365,0.017721162098102625,JAK2,IFNγ
CALM3,-3.8112986,-0.331064,0.00013823858824479947,0.017528948686955537,JAK2,IFNγ
MRPL9,-3.8290715,-0.45973027,0.0001286276622349168,0.016397952295238428,JAK2,IFNγ
FASTK,-3.8375294,-0.64642435,0.00012427839604013885,0.01592913149677715,JAK2,IFNγ
LSM6,-3.8836565,-0.34811002,0.00010289727737521072,0.01326032739739672,JAK2,IFNγ
TEAD4,-3.890773,-0.86087716,9.992539257161446e-05,0.012947709883377716,JAK2,IFNγ
CXCL9,-3.9031618,-2.172495,9.494421873393242e-05,0.012369875355049482,JAK2,IFNγ
KCNE4,-3.9268029,-0.62219214,8.608250548222935e-05,0.011339935388859013,JAK2,IFNγ
GADD45B,-3.962814,-0.88749516,7.407149723865463e-05,0.009867322149005498,JAK2,IFNγ
NAMPT,-3.9693902,-0.24205722,7.205678442223472e-05,0.00965316650971768,JAK2,IFNγ
LINC00944,-3.970713,-1.1222664,7.165787020478775e-05,0.00965316650971768,JAK2,IFNγ
IL15RA,-3.975091,-1.8815261,7.035236849251444e-05,0.009587329664910932,JAK2,IFNγ
NTMT1,-3.990032,-0.33513597,6.606439579141712e-05,0.009055022849746143,JAK2,IFNγ
DDX60L,-4.103934,-1.0422778,4.061836337350281e-05,0.005665544895955874,JAK2,IFNγ
GCLM,-4.11146,-0.22043325,3.931645671363242e-05,0.0055164013112050415,JAK2,IFNγ
HLA-C,-4.111553,-0.108497724,3.9300594907915403e-05,0.0055164013112050415,JAK2,IFNγ
DOCK10,-4.1115723,-0.72672,3.929742327568199e-05,0.0055164013112050415,JAK2,IFNγ
SPCS3,-4.114739,-0.32414973,3.8761762477364406e-05,0.0055164013112050415,JAK2,IFNγ
LIMA1,-4.1208124,-0.22288057,3.7753883060132114e-05,0.005425576212859713,JAK2,IFNγ
KDSR,-4.156358,-0.57950324,3.2336127959425394e-05,0.004704013902907331,JAK2,IFNγ
PRKAR1A,-4.1592827,-0.44269037,3.192486310673467e-05,0.004672854036956126,JAK2,IFNγ
TNFRSF14,-4.1781173,-2.3622353,2.939320963231935e-05,0.004329017309326438,JAK2,IFNγ
ERAP2,-4.2408805,-0.77883345,2.2264446677001528e-05,0.003299590997531626,JAK2,IFNγ
BAK1,-4.266273,-0.8731144,1.987655760355794e-05,0.0029642322886513574,JAK2,IFNγ
NUCB1,-4.271657,-0.69258493,1.940259094586001e-05,0.0029304091497339654,JAK2,IFNγ
ECI2,-4.2771153,-0.4676519,1.8933063966682333e-05,0.002877825722935715,JAK2,IFNγ
TMEM140,-4.292597,-2.0479457,1.7659559603536624e-05,0.002701570821413293,JAK2,IFNγ
SAMD9,-4.3140397,-0.88369703,1.6029830560348685e-05,0.002468177547058364,JAK2,IFNγ
ENY2,-4.315977,-0.20114098,1.5889855252828034e-05,0.002462615998399074,JAK2,IFNγ
HEG1,-4.3611727,-1.0644894,1.2936727279223937e-05,0.0020314945512911126,JAK2,IFNγ
RALB,-4.37371,-0.8902687,1.22152423160125e-05,0.001930985505315256,JAK2,IFNγ
IRF3,-4.3822985,-0.65248775,1.1743368088164848e-05,0.0018688506315876837,JAK2,IFNγ
OASL,-4.396308,-2.032293,1.1010757860473079e-05,0.0017641019620779571,JAK2,IFNγ
CYTOR,-4.4030333,-0.18564771,1.0674767936018583e-05,0.0017219054238018544,JAK2,IFNγ
ATOX1,-4.4299536,-0.36080685,9.425345751032819e-06,0.0015307794414280151,JAK2,IFNγ
AC245297.3,-4.4329157,-0.7851526,9.296730459616226e-06,0.0015203039493684135,JAK2,IFNγ
HLA-DRB1,-4.4548426,-1.7937888,8.395474456746603e-06,0.0013921223099187094,JAK2,IFNγ
PSMA3,-4.4809985,-0.138617,7.429455244063081e-06,0.0012406143855438294,JAK2,IFNγ
L3HYPDH,-4.494785,-0.6218741,6.964037182621486e-06,0.0011711436147114943,JAK2,IFNγ
TOP1,-4.5084777,-0.24640185,6.529448513833216e-06,0.001105902022571523,JAK2,IFNγ
NUDCD1,-4.5161343,-0.8281286,6.297872430563294e-06,0.001074353604845445,JAK2,IFNγ
IFI44L,-4.5319695,-2.0906317,5.843627255140236e-06,0.0010040876048832267,JAK2,IFNγ
PSMB3,-4.546911,-0.14694291,5.443911668282906e-06,0.0009422338210096662,JAK2,IFNγ
RAB5IF,-4.548848,-0.27056256,5.394037101010138e-06,0.0009404662333761206,JAK2,IFNγ
CNIH4,-4.5513816,-0.31612316,5.329476275558198e-06,0.0009360928996002666,JAK2,IFNγ
MT2A,-4.5514936,-0.12092609,5.326645111978532e-06,0.0009360928996002666,JAK2,IFNγ
TRIM56,-4.551717,-0.619692,5.320987104149388e-06,0.0009360928996002666,JAK2,IFNγ
FBL,-4.583574,-0.54833895,4.570954677702699e-06,0.0008211096766491395,JAK2,IFNγ
TYMP,-4.592311,-1.0868726,4.383642074565225e-06,0.0007934726784129054,JAK2,IFNγ
TGM2,-4.6032653,-1.2671006,4.159177116239275e-06,0.0007586339060020439,JAK2,IFNγ
POMP,-4.619585,-0.15143591,3.8450837693715134e-06,0.0007067800491421498,JAK2,IFNγ
YBX3,-4.645685,-0.5008617,3.3894958547137827e-06,0.0006279041070857283,JAK2,IFNγ
SLC12A8,-4.6465793,-0.79554504,3.3748427910596283e-06,0.0006279041070857283,JAK2,IFNγ
CDC26,-4.7892084,-0.5186043,1.6744061705416913e-06,0.00032018967028939183,JAK2,IFNγ
DDX23,-4.806571,-0.7436491,1.5354085443076562e-06,0.00029599680815140764,JAK2,IFNγ
RNF114,-4.812421,-0.44247478,1.4911291721836079e-06,0.00028981684369522716,JAK2,IFNγ
CIITA,-4.8900323,-1.6783191,1.0081950871029524e-06,0.0001992193492115434,JAK2,IFNγ
ZNFX1,-4.9541183,-0.90029305,7.265900214830855e-07,0.00014478069402862963,JAK2,IFNγ
TEX29,-4.95464,-2.4590726,7.246436068753617e-07,0.00014478069402862963,JAK2,IFNγ
BRI3,-4.9814854,-0.17860451,6.30980822546679e-07,0.00012787878003612694,JAK2,IFNγ
DNAJA1,-4.985174,-0.21228461,6.190608686480756e-07,0.00012654458032226867,JAK2,IFNγ
BTN3A2,-4.9875026,-1.2631682,6.116477254097821e-07,0.00012611644230362394,JAK2,IFNγ
CD274,-5.0018663,-1.9703639,5.677800240224496e-07,0.00011809824499666951,JAK2,IFNγ
TSPO,-5.061686,-0.3336484,4.155648422197094e-07,8.720242069658186e-05,JAK2,IFNγ
SOCS3,-5.0687466,-1.0211719,4.004436219178192e-07,8.52871960967263e-05,JAK2,IFNγ
CSRP1,-5.0826817,-0.39444923,3.721429342993817e-07,8.022048416460853e-05,JAK2,IFNγ
IRF2,-5.1809535,-1.0908664,2.2075469954809878e-07,4.802326087783962e-05,JAK2,IFNγ
ADAR,-5.2470703,-0.57532007,1.5453709937220178e-07,3.392947870660786e-05,JAK2,IFNγ
OPTN,-5.313336,-1.0058721,1.076363593715369e-07,2.4307365270646503e-05,JAK2,IFNγ
CCDC71L,-5.33096,-1.1656508,9.76951552882827e-08,2.2274495405728454e-05,JAK2,IFNγ
GSDMD,-5.3338284,-0.6599066,9.616331620675196e-08,2.213810246499517e-05,JAK2,IFNγ
CXCL10,-5.3418393,-1.9968184,9.20081874573515e-08,2.1389197460673715e-05,JAK2,IFNγ
CPNE1,-5.3553643,-0.5319094,8.538412018078422e-08,2.0045824333928268e-05,JAK2,IFNγ
DNPEP,-5.422655,-0.51042193,5.8720285229830704e-08,1.3923754033697457e-05,JAK2,IFNγ
HLA-A,-5.4280205,-0.16217135,5.698257041312327e-08,1.3648188986222009e-05,JAK2,IFNγ
HMGN3,-5.478395,-0.4674401,4.2920129685906086e-08,1.0384919541961276e-05,JAK2,IFNγ
STOM,-5.498515,-1.2660215,3.8300295424733683e-08,9.362645413518404e-06,JAK2,IFNγ
PARP12,-5.5033216,-1.6451832,3.7270193889909134e-08,9.205737890807556e-06,JAK2,IFNγ
SOCS1,-5.5140524,-2.260253,3.506645904225696e-08,8.752588176947338e-06,JAK2,IFNγ
CD7,-5.5229945,-2.3680685,3.33270334714069e-08,8.406921464617026e-06,JAK2,IFNγ
CARHSP1,-5.559937,-0.63333666,2.6987191837882857e-08,7.096175685041943e-06,JAK2,IFNγ
PSMA2,-5.572177,-0.31956595,2.515759327457227e-08,6.702661255355705e-06,JAK2,IFNγ
OGFR,-5.580914,-0.9205683,2.3925777578270254e-08,6.446909521999367e-06,JAK2,IFNγ
EIF4A3,-5.608132,-0.5526448,2.0452191800561045e-08,5.574280137642569e-06,JAK2,IFNγ
IL6,-5.6515765,-1.1968741,1.5898288610145907e-08,4.3834909246951135e-06,JAK2,IFNγ
TMEM158,-5.781835,-0.22424838,7.389003451032012e-09,2.0612711744808364e-06,JAK2,IFNγ
DTX3L,-5.7976704,-1.458644,6.7242392807955914e-09,1.921026046099097e-06,JAK2,IFNγ
RBCK1,-5.8999476,-0.4107078,3.6361723172667432e-09,1.0514746095979148e-06,JAK2,IFNγ
CTSL,-5.9676104,-0.26036257,2.4075318673026895e-09,7.135924454685172e-07,JAK2,IFNγ
CFH,-5.9920526,-1.178154,2.072087681166671e-09,6.219410518458746e-07,JAK2,IFNγ
CTSC,-6.0096207,-0.38143626,1.8595812590984992e-09,5.653127027659438e-07,JAK2,IFNγ
SP110,-6.0141287,-1.1628687,1.8085660115964423e-09,5.569443800905824e-07,JAK2,IFNγ
CALCOCO2,-6.0770783,-0.8502747,1.2239179546752412e-09,3.8186240185867524e-07,JAK2,IFNγ
KARS,-6.0833383,-0.81862545,1.1770572906759863e-09,3.721384330201198e-07,JAK2,IFNγ
C1S,-6.088145,-1.8789468,1.142266740993495e-09,3.660193103032129e-07,JAK2,IFNγ
CASP1,-6.134924,-1.3934281,8.520004407991833e-10,2.7674841715383883e-07,JAK2,IFNγ
PARP9,-6.154932,-1.5744382,7.510969501724264e-10,2.4736126225678575e-07,JAK2,IFNγ
SP140L,-6.1687365,-0.8692945,6.88377693549863e-10,2.2989875872470917e-07,JAK2,IFNγ
DYNLT1,-6.1970725,-0.3617542,5.752304666800707e-10,1.9485521179882624e-07,JAK2,IFNγ
PSMA5,-6.25801,-0.32011953,3.899205626243842e-10,1.3399704899926663e-07,JAK2,IFNγ
CASP8,-6.316321,-0.8493165,2.6786333050028436e-10,9.340551901209915e-08,JAK2,IFNγ
PSME1,-6.320941,-0.7695612,2.599749611258307e-10,9.200785489874175e-08,JAK2,IFNγ
IFIT3,-6.3416014,-1.876635,2.2738884949738885e-10,8.169461211033462e-08,JAK2,IFNγ
GUK1,-6.4892044,-0.23354203,8.629075892578939e-11,3.147886885612797e-08,JAK2,IFNγ
ISG20,-6.49701,-1.3333786,8.193181905896165e-11,3.035573896134529e-08,JAK2,IFNγ
PML,-6.5357976,-1.2553388,6.32715289152917e-11,2.381419831173646e-08,JAK2,IFNγ
B2M,-6.646942,-0.15093878,2.9924469384715576e-11,1.1444661581457673e-08,JAK2,IFNγ
BATF3,-6.7153873,-1.7723972,1.875670120550758e-11,7.291129491557307e-09,JAK2,IFNγ
GOLM1,-6.7310367,-0.9683406,1.6845869732138144e-11,6.657487718140994e-09,JAK2,IFNγ
SAMHD1,-6.9213386,-1.8204069,4.473951797585244e-12,1.7980736444803612e-09,JAK2,IFNγ
GSTK1,-7.003272,-1.0384349,2.500524757785044e-12,1.0222835009758442e-09,JAK2,IFNγ
CSF1,-7.0896764,-1.3182852,1.3442574778458124e-12,5.592111107838579e-10,JAK2,IFNγ
HSBP1L1,-7.293262,-0.98996735,3.02539295873503e-13,1.2810378185272326e-10,JAK2,IFNγ
PSMA4,-7.3136616,-0.39341435,2.599598231489852e-13,1.1207576957288612e-10,JAK2,IFNγ
TAP2,-7.3487782,-1.3534297,2.000266243024917e-13,8.783391324927191e-11,JAK2,IFNγ
NMI,-7.4896,-1.2126951,6.908377073623226e-14,3.090781833391584e-11,JAK2,IFNγ
MSRB1,-7.7083497,-1.1808343,1.2745490072718589e-14,5.811943473159677e-12,JAK2,IFNγ
STAT3,-7.713324,-1.1140337,1.2258233068848776e-14,5.6993573044812196e-12,JAK2,IFNγ
XRN1,-7.9123077,-1.3265051,2.5266091541390723e-15,1.1982191252589136e-12,JAK2,IFNγ
CXCL11,-7.9348683,-2.362667,2.107188482989522e-15,1.019707210380562e-12,JAK2,IFNγ
CD74,-7.9841995,-2.0600517,1.4143690430692968e-15,6.986983072762326e-13,JAK2,IFNγ
HLA-DRA,-8.045958,-2.4536262,8.557396587994917e-16,4.3172976147773505e-13,JAK2,IFNγ
XAF1,-8.399363,-2.2412152,4.489098818516369e-17,2.3140328518404378e-14,JAK2,IFNγ
SP100,-8.485506,-0.7966479,2.1478213894483595e-17,1.1317586841466555e-14,JAK2,IFNγ
BST2,-8.509259,-1.1789751,1.7504872806017935e-17,9.433535090370392e-15,JAK2,IFNγ
PPA1,-8.632606,-0.5469627,5.996974484050043e-18,3.3069827666463865e-15,JAK2,IFNγ
SOD2,-8.672828,-1.3343958,4.215204316699011e-18,2.3797839227992132e-15,JAK2,IFNγ
NUB1,-8.8543,-0.82681847,8.421118497996613e-19,4.870281995719407e-16,JAK2,IFNγ
PMAIP1,-9.107067,-0.9161948,8.463924649637124e-20,5.0174145323048867e-17,JAK2,IFNγ
CASP4,-9.239692,-0.944195,2.47208744559761e-20,1.503029166923347e-17,JAK2,IFNγ
IFI16,-9.249789,-0.6230997,2.2493652047654407e-20,1.403603887773635e-17,JAK2,IFNγ
HAPLN3,-9.337814,-2.8220482,9.834335219463292e-21,6.302479911457123e-18,JAK2,IFNγ
IFITM3,-9.367678,-0.86216444,7.414602073222848e-21,4.883751232229449e-18,JAK2,IFNγ
GBP3,-9.422412,-1.6484078,4.408444805559145e-21,2.986658377983384e-18,JAK2,IFNγ
PLSCR1,-9.556807,-1.5031074,1.2144678416125602e-21,8.469841605975596e-19,JAK2,IFNγ
CLEC2B,-9.884726,-0.97421604,4.84907057496286e-23,3.484277620409677e-20,JAK2,IFNγ
ISG15,-10.055523,-1.0404441,8.685911345655953e-24,6.4362603071310615e-21,JAK2,IFNγ
NNMT,-10.13727,-0.43632546,3.775022721404453e-24,2.887527057094916e-21,JAK2,IFNγ
CTSS,-10.262964,-2.0311873,1.034802935694605e-24,8.179082403730158e-22,JAK2,IFNγ
APOL1,-10.379418,-1.8826125,3.0764294143513486e-25,2.5154584232103165e-22,JAK2,IFNγ
CD47,-10.440692,-1.2237438,1.6162875180686134e-25,1.3687646295872486e-22,JAK2,IFNγ
PSME2,-10.561505,-0.6869947,4.493972624048372e-26,3.946706624497593e-23,JAK2,IFNγ
HLA-B,-10.893113,-1.0004296,1.2431598397156781e-27,1.1337617738206986e-24,JAK2,IFNγ
SAMD9L,-11.233702,-1.8547841,2.785589834722964e-29,2.6420762464380367e-26,JAK2,IFNγ
APOL2,-11.658868,-1.8285103,2.0677238319318157e-31,2.042911145948634e-28,JAK2,IFNγ
VAMP5,-11.924714,-1.1899021,8.798574109952835e-33,9.070947360660939e-30,JAK2,IFNγ
ETV7,-11.941332,-2.9433,7.206020325470742e-33,7.766779725343739e-30,JAK2,IFNγ
APOL6,-12.246113,-2.0592327,1.762419022428752e-34,1.9900228504681223e-31,JAK2,IFNγ
EPSTI1,-12.289782,-2.2409122,1.0278374397535187e-34,1.2186040685717718e-31,JAK2,IFNγ
IFI35,-12.599183,-2.0610108,2.133425312374973e-36,2.6625147898439662e-33,JAK2,IFNγ
PSMB9,-13.472152,-1.4846315,2.2812003875456548e-41,3.005101310526809e-38,JAK2,IFNγ
RNF213,-13.746101,-1.4838983,5.374895327139495e-43,7.497030470419511e-40,JAK2,IFNγ
SECTM1,-14.031433,-2.386293,1.0010738215550202e-44,1.48359140354454e-41,JAK2,IFNγ
ICAM1,-14.2659445,-1.3612964,3.567317086523391e-46,5.639214850376177e-43,JAK2,IFNγ
PSMB8,-14.4080515,-1.0650852,4.605216431962189e-47,7.79992085962053e-44,JAK2,IFNγ
LAP3,-15.0011835,-1.1958861,7.212201567577678e-51,1.3155055659261684e-47,JAK2,IFNγ
PARP14,-15.004835,-1.8368425,6.826081038859968e-51,1.3155055659261684e-47,JAK2,IFNγ
RARRES3,-15.289869,-2.1563246,8.932978991304495e-53,1.9256254349255655e-49,JAK2,IFNγ
HLA-E,-15.29162,-1.4476571,8.69596702358016e-53,1.9256254349255655e-49,JAK2,IFNγ
WARS,-15.910871,-1.2854793,5.326732793888105e-57,1.4034165334297192e-53,JAK2,IFNγ
UBE2L6,-16.169806,-1.6702554,8.23587050022919e-59,2.441112016267932e-55,JAK2,IFNγ
GBP2,-16.420113,-2.4348454,1.3730985108509526e-60,4.651273127042541e-57,JAK2,IFNγ
GBP4,-16.43649,-2.5635464,1.0481836110646167e-60,4.142421630927365e-57,JAK2,IFNγ
IRF1,-16.71776,-1.586775,9.73086525456642e-63,4.6147655383255785e-59,JAK2,IFNγ
STAT1,-16.9244,-1.2877839,2.9735965327934848e-64,1.762748024639978e-60,JAK2,IFNγ
IDO1,-17.429974,-2.6777375,4.8869159914471614e-68,3.862618399639836e-64,JAK2,IFNγ
TAP1,-18.117725,-2.0310423,2.3094873155738582e-73,2.7381281613443666e-69,JAK2,IFNγ
GBP1,-18.197405,-1.5040953,5.4111893932194755e-74,1.283101228920202e-69,JAK2,IFNγ
VDAC2,-12.620032,-1.7330488,1.6375434379870255e-36,3.882943000154835e-32,VDAC2,IFNγ
CKS1B,-8.143996,-1.0325974,3.8243971855278044e-16,9.06841060632353e-12,CKS1B,IFNγ
GRN,-6.9263787,-1.5288928,4.317493099926199e-12,1.0237639638545003e-07,GRN,IFNγ
CDKN2A,5.5440054,0.48640242,2.9562934679353005e-08,0.0007009963071168185,CDKN2A,IFNγ
SDCBP,-9.282125,-1.4960458,1.661308581430185e-20,3.9392949082872547e-16,SDCBP,IFNγ
S100A6,-7.7134943,-0.16902135,1.224190295535701e-14,2.9028000287742547e-10,S100A6,IFNγ
CTSA,-11.020498,-1.8741621,3.0437085820270277e-28,7.217241789702489e-24,CTSA,IFNγ
NPC2,-9.912062,-1.1130147,3.6895287354052213e-23,8.74861053739286e-19,NPC2,IFNγ
SEC11C,-4.804607,-0.72240514,1.5505599898460835e-06,0.03676687847923033,SEC11C,IFNγ
NME1,-5.121463,-0.30808178,3.0317448119776275e-07,0.007188873298161351,NME1,IFNγ
SCARB2,-7.663308,-1.2200418,1.8120404098268333e-14,4.296710219781387e-10,SCARB2,IFNγ
TIMP1,-6.9039345,-0.50755656,5.058168022479913e-12,1.1993928014904372e-07,TIMP1,IFNγ
SP100,-7.4359694,-1.003667,1.0380387680654802e-13,2.461397526836867e-09,SP100,IFNγ
AKR1C2,4.8823104,0.77335364,1.04850008096099e-06,0.004972406783949399,TXNDC17,IFNγ
OSGIN1,4.7476034,0.88464993,2.0584134322654234e-06,0.006452102440509923,TXNDC17,IFNγ
MRPS21,-4.4411125,-0.29832354,8.949499655635368e-06,0.016323887371878912,TXNDC17,IFNγ
HLA-C,-4.479891,-0.1845504,7.46811857075384e-06,0.014757002295809587,TXNDC17,IFNγ
PKIB,-4.619744,-0.45943555,3.842140725119006e-06,0.008282258261274716,TXNDC17,IFNγ
XAF1,-4.65592,-0.90094954,3.2253695799967565e-06,0.007647996348088309,TXNDC17,IFNγ
SERPINE2,-4.66989,-0.27057707,3.013613959791521e-06,0.007647996348088309,TXNDC17,IFNγ
CD47,-4.7362747,-0.40599293,2.1768226857320928e-06,0.006452102440509923,TXNDC17,IFNγ
SECTM1,-4.8318124,-0.39349195,1.3529573910896927e-06,0.005346887609586465,TXNDC17,IFNγ
IGFBP7,-4.917802,-0.23194826,8.752139524108454e-07,0.004972406783949399,TXNDC17,IFNγ
CLEC2B,-5.223647,-0.3504622,1.7543304356694372e-07,0.0013866227763531232,TXNDC17,IFNγ
IDO1,-5.413176,-0.40919754,6.191647790347481e-08,0.0007340817620235974,TXNDC17,IFNγ
TXNDC17,-8.762897,-1.05471,1.90297084360388e-18,4.51232446435352e-14,TXNDC17,IFNγ
TAPBP,-5.5346184,-0.78178805,3.1190697607547805e-08,0.0007395938216701736,TAPBP,IFNγ
AHNAK,-5.850996,-0.6650233,4.88637898164809e-09,0.00011586581841283951,AHNAK,IFNγ
ITGA3,-8.010477,-0.782059,1.1426454141526705e-15,2.7094408060388122e-11,ITGA3,IFNγ
CD151,-6.5434747,-1.2737753,6.010572469574601e-11,1.4252269439855293e-06,CD151,IFNγ
BZW2,-6.5509186,-1.1093255,5.718422193290684e-11,1.355952270473087e-06,BZW2,IFNγ
CDK4,-5.921856,-1.1013793,3.1832862757664545e-09,7.548208417097418e-05,CDK4,IFNγ
CD63,-10.666219,-0.6003245,1.4646658231968523e-26,3.4730155999643763e-22,CD63,IFNγ
HSPA1A,-8.363111,-2.1161714,6.108602347326545e-17,1.4484717885980704e-12,HSPA1A,IFNγ
SERPINE2,-11.495245,-1.2799834,1.393847600951608e-30,3.305091431376453e-26,SERPINE2,IFNγ
FSCN1,6.0329657,1.0063493,1.609777251719133e-09,5.532034520690446e-07,STAT1,IFNγ
NT5DC2,6.026442,0.98120034,1.6760814688818154e-09,5.67760625573223e-07,STAT1,IFNγ
PMEPA1,5.759391,0.25017038,8.441808992259011e-09,2.5663099336467395e-06,STAT1,IFNγ
SLC7A11,5.1180873,0.5043398,3.0864968028514555e-07,7.86957120314126e-05,STAT1,IFNγ
ARL4C,4.9971337,0.67566514,5.818876637688623e-07,0.0001422445390029615,STAT1,IFNγ
IGFBP5,4.7749977,1.0109481,1.797091279626454e-06,0.00039330238528808366,STAT1,IFNγ
TTC3,4.773786,0.75880593,1.8079436570681984e-06,0.00039330238528808366,STAT1,IFNγ
DCBLD2,4.67424,0.39563128,2.9504397414340385e-06,0.0006191223641494152,STAT1,IFNγ
MICAL2,4.619731,0.91956544,3.842375998550493e-06,0.0007992142076985025,STAT1,IFNγ
LRRC17,4.5562553,0.89950395,5.207367332504952e-06,0.0010644577085203225,STAT1,IFNγ
RCN2,4.52374,0.4565272,6.075646177074213e-06,0.0012208959504303705,STAT1,IFNγ
FAT1,4.4064817,0.81238705,1.0506317103332869e-05,0.001993006329233832,STAT1,IFNγ
CDC42EP3,4.394687,0.8097201,1.1093234078010447e-05,0.0020876410036332043,STAT1,IFNγ
ITGA2,4.3287473,0.97390366,1.499598364887286e-05,0.0026990155660635315,STAT1,IFNγ
NFIB,4.2575364,0.94672376,2.0669209668727538e-05,0.003603737497535789,STAT1,IFNγ
SNCA,4.2335234,0.7851136,2.300583529172892e-05,0.003981856689324643,STAT1,IFNγ
MAPKAP1,4.2149835,0.88324016,2.497966000267456e-05,0.004261278402758411,STAT1,IFNγ
PEG10,4.173824,0.58594275,2.9952925563529682e-05,0.005037189864981673,STAT1,IFNγ
ANKRD11,4.1642914,0.2953258,3.123209704124817e-05,0.005142885312792198,STAT1,IFNγ
ATP2B1,4.0727634,0.5972382,4.645864846925337e-05,0.007393472969818361,STAT1,IFNγ
SFRP1,4.0101557,0.54335475,6.067873175106535e-05,0.009420114285724437,STAT1,IFNγ
SOX4,3.8744385,0.8044961,0.00010687077243150796,0.015642714542567385,STAT1,IFNγ
ST3GAL5,3.815345,1.0528747,0.00013599270649346517,0.01908082281877542,STAT1,IFNγ
KCMF1,3.8105788,0.6129483,0.00013864174687469363,0.019234415166334416,STAT1,IFNγ
CDH2,3.8104577,0.57630295,0.00013870972475721934,0.019234415166334416,STAT1,IFNγ
