names,scores,logfoldchanges,pvals,pvals_adj,target_gene,condition
FAM162A,3.5191333,0.5161342,0.0004329590444147706,0.021241887656757247,JAK2,Co-culture
SNHG7,3.5175512,0.2751924,0.00043554818804248876,0.02129426522652267,JAK2,Co-culture
BAG2,3.5168922,0.16841343,0.00043663125801611226,0.0213032929836997,JAK2,Co-culture
PMP22,3.5145338,0.26587525,0.0004405268653193528,0.021405272603386257,JAK2,Co-culture
MRPL19,3.5138745,0.21467358,0.00044162148689830694,0.021409798164683438,JAK2,Co-culture
ESD,3.513391,0.2182369,0.00044242582239772623,0.021409798164683438,JAK2,Co-culture
RPL7,3.5046017,0.055656105,0.0004572906692942771,0.022084065886570057,JAK2,Co-culture
LIMCH1,3.497424,0.48071823,0.000469774634259217,0.022594921151226275,JAK2,Co-culture
RPL23,3.4927657,0.048274327,0.00047804582718322054,0.022899843745795,JAK2,Co-culture
NDUFB9,3.4842107,0.11008194,0.0004935905471226799,0.023549334111414456,JAK2,Co-culture
PRPF40A,3.4825408,0.1036549,0.0004966794229267048,0.023603019738273157,JAK2,Co-culture
SCP2,3.4825263,0.22901365,0.0004967065978997261,0.023603019738273157,JAK2,Co-culture
CCT2,3.4746013,0.050520673,0.0005116132352476481,0.024262746068384463,JAK2,Co-culture
RPL35,3.4725504,0.05235628,0.0005155381351553112,0.024400080360883706,JAK2,Co-culture
PGAM1,3.4714956,0.09637507,0.0005175675663526817,0.02444733492700157,JAK2,Co-culture
GNB2,3.467731,0.09214046,0.0005248723921929637,0.024743089788627347,JAK2,Co-culture
NOC2L,3.4669547,0.16689183,0.0005263907360071544,0.024765430817860406,JAK2,Co-culture
MMP1,3.4561586,0.34307873,0.0005479329687796652,0.025727894169709747,JAK2,Co-culture
HNRNPK,3.4529505,0.06988666,0.0005544908273445537,0.025984360667972446,JAK2,Co-culture
CALD1,3.4515588,0.061993558,0.0005573582332930461,0.02606721583401323,JAK2,Co-culture
ADH5,3.4446447,0.089831695,0.0005718106110697151,0.02658582982291193,JAK2,Co-culture
MRPL51,3.4420958,0.08165736,0.0005772258669417301,0.026785087586932103,JAK2,Co-culture
DCPS,3.431285,0.2574969,0.0006007290796017229,0.02779854013309144,JAK2,Co-culture
LAMTOR4,3.4309773,0.10839024,0.0006014107240332283,0.02779854013309144,JAK2,Co-culture
EIF3G,3.4255135,0.09894149,0.0006136386161175138,0.028308558103849198,JAK2,Co-culture
MRPL36,3.4169292,0.14832066,0.0006333172990087494,0.02913604122052824,JAK2,Co-culture
METAP2,3.4166217,0.17185861,0.0006340332856693898,0.02913604122052824,JAK2,Co-culture
SSB,3.4094877,0.091426715,0.0006508500557117766,0.029850979731214013,JAK2,Co-culture
EIF5B,3.4031448,0.10386947,0.0006661495726239978,0.0303764205116543,JAK2,Co-culture
RPL6,3.3929787,0.050290022,0.0006913703124737806,0.03146597475888347,JAK2,Co-culture
TMA7,3.3911328,0.055211876,0.0006960434155154686,0.031614916331353694,JAK2,Co-culture
MDH1,3.3906348,0.117666274,0.0006973094315662105,0.031614916331353694,JAK2,Co-culture
HMGN1,3.3885548,0.06847712,0.0007026200783346913,0.031793718132331485,JAK2,Co-culture
YTHDF2,3.388042,0.23230338,0.0007039348017659426,0.031793718132331485,JAK2,Co-culture
FANCL,3.3868408,0.44046742,0.0007070239681000692,0.031872532949788666,JAK2,Co-culture
MGST1,3.3841894,0.058834806,0.0007138873813106942,0.032120868283945316,JAK2,Co-culture
SNU13,3.3831055,0.06963143,0.0007167112047568654,0.03218684864999014,JAK2,Co-culture
H3F3A,3.3786082,0.057994857,0.0007285374492882985,0.032656105855433146,JAK2,Co-culture
DDX46,3.3750339,0.17626315,0.0007380658267676063,0.033020786574176376,JAK2,Co-culture
TCP1,3.373906,0.07390618,0.0007410966770478904,0.03302378876539304,JAK2,Co-culture
RPL37,3.3736715,0.049377583,0.0007417279129155279,0.03302378876539304,JAK2,Co-culture
MARCKSL1,3.373247,0.19718444,0.0007428733008746514,0.03302378876539304,JAK2,Co-culture
LAPTM4B,3.372939,0.19678064,0.0007437037449696307,0.03302378876539304,JAK2,Co-culture
DKC1,3.371782,0.10469321,0.0007468355251503941,0.03310086723806756,JAK2,Co-culture
RPS2,3.3664644,0.042563293,0.0007613839177276261,0.03368271540514453,JAK2,Co-culture
DNTTIP2,3.365395,0.1823623,0.0007643412255637328,0.03375057568075835,JAK2,Co-culture
NSL1,3.3540716,0.23838346,0.000796317393838368,0.0350320557378393,JAK2,Co-culture
DCTN3,3.3497941,0.14239909,0.0008087161412346332,0.035511624335103006,JAK2,Co-culture
RPS8,3.3462052,0.04761814,0.0008192571532314922,0.03590799559597993,JAK2,Co-culture
FSCN1,3.3424993,0.31172118,0.0008302760364389158,0.03632381065689958,JAK2,Co-culture
NCBP2,3.3376064,0.14650674,0.000845033304584046,0.03680513215103947,JAK2,Co-culture
RHEB,3.3368154,0.05707634,0.000847441931393929,0.03680513215103947,JAK2,Co-culture
PTMA,3.3368008,0.047880396,0.0008474865955831457,0.03680513215103947,JAK2,Co-culture
HMGN2,3.3290517,0.09041988,0.0008714224169506768,0.037618774063159346,JAK2,Co-culture
NCL,3.3283777,0.06986113,0.0008735331425381152,0.037618774063159346,JAK2,Co-culture
NDUFS6,3.3280263,0.031215651,0.0008746362714206528,0.037618774063159346,JAK2,Co-culture
OLA1,3.3276746,0.065819785,0.0008757406917537095,0.037618774063159346,JAK2,Co-culture
EMP3,3.3235438,0.06895434,0.0008888148417274862,0.03811135176680317,JAK2,Co-culture
RPL22,3.3219323,0.050759546,0.0008939635631568911,0.038262931425227804,JAK2,Co-culture
GTF2F2,3.3204823,0.22111057,0.0008986210357484142,0.03839297657597549,JAK2,Co-culture
DCBLD2,3.312982,0.18975012,0.0009230691544017814,0.03929589908289954,JAK2,Co-culture
C9orf78,3.3095396,0.23770157,0.0009344955660193423,0.03960442683182783,JAK2,Co-culture
NUCKS1,3.3092906,0.105794266,0.0009353272193751511,0.03960442683182783,JAK2,Co-culture
NR2F2,3.3072836,0.27500996,0.0009420544386961692,0.03981817263879423,JAK2,Co-culture
TAF9,3.3053207,0.14700256,0.0009486776830402602,0.04002677085453852,JAK2,Co-culture
H2AFY,3.3045297,0.108640045,0.0009513589247275271,0.04006860181729862,JAK2,Co-culture
PTX3,3.2989633,0.6713707,0.0009704263287418773,0.040655033758175606,JAK2,Co-culture
NME1,3.2891192,0.06569781,0.0010050142790395658,0.041955807367229196,JAK2,Co-culture
RPS3A,3.2872734,0.047100037,0.001011625223984223,0.04215756996680825,JAK2,Co-culture
MAZ,3.2852228,0.10729031,0.001019017915400476,0.0423911452806598,JAK2,Co-culture
LSM5,3.2817802,0.07726508,0.001031539581312484,0.04283689413674539,JAK2,Co-culture
RPL14,3.2784257,0.046695825,0.0010438783947883492,0.043197983415744046,JAK2,Co-culture
PDCD5,3.2740605,0.047777947,0.0010601395318832663,0.043794474878076674,JAK2,Co-culture
IDH3B,3.2701638,0.15884168,0.0010748521380522342,0.044227603083913984,JAK2,Co-culture
SFRP1,3.2695632,0.2392511,0.001077136597705052,0.044227603083913984,JAK2,Co-culture
SEC13,3.2694461,0.14985707,0.0010775828692458462,0.044227603083913984,JAK2,Co-culture
TUBA1C,3.2693143,0.050216734,0.0010780851291541111,0.044227603083913984,JAK2,Co-culture
TMEM183A,3.2679813,0.23579668,0.0010831757125171213,0.04432057674469747,JAK2,Co-culture
RPS25,3.2667654,0.047902796,0.001087838149599214,0.04432057674469747,JAK2,Co-culture
RPS27A,3.2665017,0.04810628,0.0010888517266118528,0.04432057674469747,JAK2,Co-culture
FTL,3.2662818,0.047545314,0.001089697041251629,0.04432057674469747,JAK2,Co-culture
FAM49B,3.2604077,0.2280482,0.0011125213592366816,0.045094199094393494,JAK2,Co-culture
BUD31,3.258474,0.10908132,0.0011201307777614143,0.04532515529399088,JAK2,Co-culture
DEK,3.2576978,0.113049924,0.0011231995916650948,0.045336843844036155,JAK2,Co-culture
SSBP1,3.2574341,0.041617434,0.0011242435973470505,0.045336843844036155,JAK2,Co-culture
PHB2,3.256057,0.14537884,0.001129710217967669,0.04540795570802406,JAK2,Co-culture
HEXB,3.2555444,0.16098695,0.0011317519325000937,0.04540795570802406,JAK2,Co-culture
H2AFV,3.2503881,0.08284635,0.0011524762583015173,0.04616134634602294,JAK2,Co-culture
RUVBL2,3.2495384,0.14624548,0.0011559245321788607,0.04622138702702385,JAK2,Co-culture
UQCRH,3.248689,0.043360095,0.0011593823395151049,0.046281606118825196,JAK2,Co-culture
RSL24D1,3.2460082,0.14634942,0.001170355080035619,0.04664110866857916,JAK2,Co-culture
XRCC6,3.244426,0.094081745,0.0011768757450035577,0.046822277962289195,JAK2,Co-culture
EEF2,3.2413352,0.080739945,0.00118971215522627,0.04725369283873587,JAK2,Co-culture
CDH2,3.2389622,0.36882073,0.0011996552477626494,0.04748952459924531,JAK2,Co-culture
TINAGL1,3.2372627,0.43068558,0.0012068220981706278,0.0476142522326488,JAK2,Co-culture
LDHB,3.2321212,0.05162797,0.0012287495997798197,0.04823859355956802,JAK2,Co-culture
RPS16,3.2278438,0.038215537,0.001247271037648304,0.04888477825572989,JAK2,Co-culture
B4GALT5,-3.2214422,-0.56454086,0.0012754718055024777,0.04990757005292863,JAK2,Co-culture
RND3,-3.236003,-0.3629338,0.0012121609607619352,0.047666269820210626,JAK2,Co-culture
CXCL11,-3.236589,-2.9138951,0.001209675060853947,0.04764753329396809,JAK2,Co-culture
BTBD3,-3.237966,-0.4543767,0.0012038517214213213,0.04757622003057062,JAK2,Co-culture
SLC16A1-AS1,-3.240837,-0.7199081,0.0011917926422570294,0.04725716911906134,JAK2,Co-culture
LY6E,-3.2559252,-0.0816159,0.0011302349048015416,0.04540795570802406,JAK2,Co-culture
AC245297.3,-3.2622242,-0.49307474,0.0011054166850484085,0.04488294595182853,JAK2,Co-culture
SP110,-3.266736,-0.44793087,0.001087950726159061,0.04432057674469747,JAK2,Co-culture
SPCS3,-3.280198,-0.29309282,0.0010373418451191984,0.04300253467039586,JAK2,Co-culture
NEAT1,-3.29785,-0.22788087,0.0009742820266934328,0.04074457745494652,JAK2,Co-culture
PDE4D,-3.301893,-0.52181184,0.0009603471755517197,0.04030398624191572,JAK2,Co-culture
RAB27B,-3.303973,-0.5178097,0.0009532499303295814,0.04007706090066496,JAK2,Co-culture
REX1BD,-3.309569,-0.404785,0.0009343977695018,0.03960442683182783,JAK2,Co-culture
NEXN,-3.3188562,-0.8132233,0.0009038697898253555,0.03854777060492595,JAK2,Co-culture
CIITA,-3.3313076,-2.4740698,0.000864390441198515,0.03740223748485254,JAK2,Co-culture
PLAC8,-3.336171,-0.6643428,0.0008494092223434199,0.03682119100586321,JAK2,Co-culture
CXCL8,-3.3384268,-0.3106613,0.0008425421770945164,0.03679256004284562,JAK2,Co-culture
CREG1,-3.3572066,-0.46381363,0.0007873429181387775,0.03470162690503103,JAK2,Co-culture
PAWR,-3.4081254,-0.4479034,0.0006541082732555333,0.02988480804515454,JAK2,Co-culture
DUSP1,-3.4081547,-0.40832928,0.0006540380447543079,0.02988480804515454,JAK2,Co-culture
HAS1,-3.4470325,-0.33194897,0.0005667806495538732,0.026403738236191434,JAK2,Co-culture
GYG1,-3.4487023,-0.4752273,0.0005632872822071168,0.026292653613573136,JAK2,Co-culture
NAMPT,-3.4888985,-0.17971893,0.00048501546328274023,0.02318686827693616,JAK2,Co-culture
ADPRHL2,-3.4944503,-0.42593774,0.0004750391178618287,0.02280187765736778,JAK2,Co-culture
TCIRG1,-3.498713,-0.6609673,0.0004675094478169036,0.022531674850882963,JAK2,Co-culture
CASP8,-3.5146215,-0.48335245,0.00044038110727784177,0.021405272603386257,JAK2,Co-culture
FAM43A,-3.5187526,-0.44934353,0.0004335810402273324,0.021241887656757247,JAK2,Co-culture
GRN,-3.5371513,-0.3713997,0.0004044679568344836,0.020106381954841247,JAK2,Co-culture
ZC3HAV1,-3.5537336,-0.5585737,0.00037980373019195053,0.019161502234705384,JAK2,Co-culture
IFI16,-3.5611165,-0.22460935,0.00036928111016820654,0.018790544386928138,JAK2,Co-culture
TOP1,-3.5658042,-0.13354921,0.0003627422166488818,0.018537378105987684,JAK2,Co-culture
EIF1AY,-3.566727,-0.36993048,0.000361467694725987,0.01851214249966005,JAK2,Co-culture
CCND3,-3.5675473,-0.30813336,0.0003603383028872791,0.018494246402734116,JAK2,Co-culture
SHISA5,-3.5682652,-0.40199858,0.00035935279269129917,0.018483673362898235,JAK2,Co-culture
BTN3A1,-3.5689535,-1.9842533,0.00035840987614765195,0.01847524996350679,JAK2,Co-culture
S100A13,-3.5738902,-0.28680313,0.00035171643124433155,0.018209388684859367,JAK2,Co-culture
CHMP2A,-3.5756774,-0.35084417,0.0003493222433741404,0.018125008829075747,JAK2,Co-culture
CFLAR,-3.6013272,-0.47551027,0.00031659674549527184,0.016645547736549637,JAK2,Co-culture
NAPRT,-3.6024845,-0.4631825,0.00031519018610340235,0.01660842153974195,JAK2,Co-culture
ZNF672,-3.6125774,-0.8708129,0.0003031684855309456,0.016154451975078164,JAK2,Co-culture
DYNLT1,-3.6131194,-0.15910302,0.0003025352152270264,0.016154451975078164,JAK2,Co-culture
RRAS,-3.623359,-0.5197949,0.00029080184227048023,0.01570727399525655,JAK2,Co-culture
SAT1,-3.648965,-0.2169593,0.00026329909797194006,0.014485726707913323,JAK2,Co-culture
IRF2,-3.6511183,-0.69482946,0.00026110099576410496,0.014398201887345247,JAK2,Co-culture
PCGF5,-3.6529787,-0.7032926,0.00025921581998575327,0.014327565322848908,JAK2,Co-culture
SNAPC1,-3.6816754,-0.26263598,0.00023170625378399244,0.012988696666018982,JAK2,Co-culture
XRN1,-3.7304704,-0.7652466,0.00019112266695760493,0.011080441757698602,JAK2,Co-culture
CNDP2,-3.7353776,-0.36924455,0.0001874337094488494,0.010919970807005202,JAK2,Co-culture
SLC35F6,-3.7468622,-0.67466176,0.00017906037347321986,0.010687362169000817,JAK2,Co-culture
IFI44,-3.7555342,-0.7242253,0.0001729720999054392,0.010409935109029883,JAK2,Co-culture
SH3BP5,-3.770769,-0.38656113,0.00016274532365363303,0.00989491567814089,JAK2,Co-culture
NNMT,-3.7797487,-0.15916283,0.00015698679945165022,0.009569334160919101,JAK2,Co-culture
OAF,-3.7820923,-0.4875526,0.00015551562929104636,0.00952864754973977,JAK2,Co-culture
S100A11,-3.783235,-0.05749624,0.0001548031479845014,0.009509565401576417,JAK2,Co-culture
DRAM1,-3.7884645,-0.78177166,0.00015158121070110172,0.009335827709466296,JAK2,Co-culture
NUBP1,-3.8106134,-0.5453883,0.00013862239902613898,0.008718870890471637,JAK2,Co-culture
CBX4,-3.8133967,-0.4891055,0.00013706984972200063,0.008644149671829996,JAK2,Co-culture
SLC16A4,-3.8221567,-0.5744007,0.00013228963237406068,0.008364938034276605,JAK2,Co-culture
USO1,-3.8496962,-0.5232904,0.0001182644306715233,0.007725306281220827,JAK2,Co-culture
DNAJC1,-3.8557022,-0.53381234,0.00011539792539493387,0.007558882892167601,JAK2,Co-culture
FUT8,-3.8589835,-0.5005236,0.00011385964280872423,0.00747878074869936,JAK2,Co-culture
GRINA,-3.8758588,-0.3903043,0.00010624929818710041,0.007037383683275209,JAK2,Co-culture
PELO,-3.8822455,-0.4298694,0.00010349626242217846,0.006893548804928921,JAK2,Co-culture
SMOX,-3.906797,-0.37420622,9.352772078230545e-05,0.006280355617692252,JAK2,Co-culture
SNX7,-3.907617,-0.48437035,9.321083700052797e-05,0.006279020928853748,JAK2,Co-culture
DUSP6,-3.9313774,-0.43274188,8.446056650961175e-05,0.005795999311967498,JAK2,Co-culture
CDC25B,-3.933692,-0.47889125,8.365099893437326e-05,0.0057695996515005725,JAK2,Co-culture
CXCL10,-3.9434626,-2.406522,8.031352733870284e-05,0.005584734194297131,JAK2,Co-culture
CST3,-3.965304,-0.11355093,7.330252232430064e-05,0.00515771338087186,JAK2,Co-culture
LURAP1L,-3.9704895,-0.8345097,7.172513063933261e-05,0.0050617449336900445,JAK2,Co-culture
CXCL2,-3.9785461,-0.8857509,6.933792549216483e-05,0.0049522315941873864,JAK2,Co-culture
LINC00944,-3.9842885,-0.7510614,6.768259435194877e-05,0.004848609296898517,JAK2,Co-culture
APOL3,-3.9874234,-1.8886641,6.679476938949951e-05,0.004799507793223674,JAK2,Co-culture
RSPO3,-4.0047383,-0.9420293,6.208621689498085e-05,0.004557858746172711,JAK2,Co-culture
PLAUR,-4.0190353,-0.31671375,5.8436919325698535e-05,0.0043032802206551665,JAK2,Co-culture
TMEM219,-4.044436,-0.41558978,5.244919864516111e-05,0.003923266240612178,JAK2,Co-culture
GOLM1,-4.0597296,-0.48129767,4.912961736024616e-05,0.0037100684294463595,JAK2,Co-culture
IL15,-4.06805,-1.3409312,4.740823490676881e-05,0.003591514588208633,JAK2,Co-culture
USP30-AS1,-4.070101,-1.9527415,4.699282130939979e-05,0.003591514588208633,JAK2,Co-culture
JMJD6,-4.081424,-0.55721724,4.476058514700265e-05,0.0034700373653573746,JAK2,Co-culture
GFPT2,-4.0934653,-0.5094071,4.249735295559498e-05,0.003336745805573073,JAK2,Co-culture
SOCS3,-4.114574,-0.8404762,3.8789479365875395e-05,0.0031178852024530083,JAK2,Co-culture
DTX3L,-4.122294,-1.6025584,3.75117923358547e-05,0.0030461630817389955,JAK2,Co-culture
PAPPA,-4.124008,-0.512031,3.723360211749461e-05,0.0030353145115012345,JAK2,Co-culture
PARP12,-4.129047,-0.7400214,3.6426976045421874e-05,0.0029991543610730677,JAK2,Co-culture
CXCL1,-4.164116,-0.6786049,3.125610052417424e-05,0.002637525464872667,JAK2,Co-culture
PRKAR1A,-4.185635,-0.31326458,2.8436988273656646e-05,0.0024609411165873955,JAK2,Co-culture
GOSR2,-4.1951423,-0.44203094,2.7270056548183533e-05,0.0023773072826122348,JAK2,Co-culture
MFSD12,-4.213028,-0.4806736,2.519696116116443e-05,0.002221079342206435,JAK2,Co-culture
GYPC,-4.2277503,-0.5240941,2.3603970173370105e-05,0.0020962447219136774,JAK2,Co-culture
EPHB2,-4.2399817,-0.71566784,2.2353789903638498e-05,0.002015410898080137,JAK2,Co-culture
DESI1,-4.262248,-0.5252561,2.0238079493051632e-05,0.0018528391542055609,JAK2,Co-culture
MOV10,-4.266247,-0.97791344,1.9878873279821332e-05,0.00183411612144406,JAK2,Co-culture
AP3S1,-4.2842503,-0.4151388,1.833564692581599e-05,0.001724487940126396,JAK2,Co-culture
TBX2,-4.3123612,-1.0115713,1.6152035552381525e-05,0.00154434301216964,JAK2,Co-culture
PPP1R11,-4.339344,-0.6280809,1.4290865472831641e-05,0.0013831224575174851,JAK2,Co-culture
IL6,-4.381386,-0.7716003,1.1792683316537415e-05,0.0011602826008370755,JAK2,Co-culture
SIPA1L1,-4.3863077,-0.54960454,1.1529094742385369e-05,0.0011486466156783272,JAK2,Co-culture
DPH3,-4.3920503,-0.4450241,1.122868198744695e-05,0.0011281970647726359,JAK2,Co-culture
GCH1,-4.4162498,-0.88417596,1.004280382149575e-05,0.001026443811272876,JAK2,Co-culture
IFI44L,-4.416455,-1.5782727,1.0033284820862516e-05,0.001026443811272876,JAK2,Co-culture
GUK1,-4.420864,-0.07275591,9.830698548940822e-06,0.0010135022782281947,JAK2,Co-culture
STOM,-4.422549,-0.6083132,9.754334892354897e-06,0.0010100209125219186,JAK2,Co-culture
MVP,-4.4493704,-0.59420365,8.612233848029343e-06,0.0009198796802003233,JAK2,Co-culture
PTPN12,-4.461412,-0.44128624,8.1421478782526e-06,0.0008736045723489849,JAK2,Co-culture
TFPI,-4.4689264,-0.31887475,7.86131239281119e-06,0.0008473065429924497,JAK2,Co-culture
ETHE1,-4.482916,-0.5910261,7.362990029797134e-06,0.0008082926832710633,JAK2,Co-culture
ZNFX1,-4.4865785,-0.7809661,7.237615000086328e-06,0.0007982247761955674,JAK2,Co-culture
MCL1,-4.520695,-0.44694716,6.163691543656797e-06,0.0006905012323986429,JAK2,Co-culture
TFPI2,-4.5449824,-0.09025279,5.493978069760327e-06,0.0006293391690345741,JAK2,Co-culture
SAMHD1,-4.6061997,-1.1038306,4.100947487125593e-06,0.0004886515920337792,JAK2,Co-culture
SP100,-4.620394,-0.45698756,3.830115942971617e-06,0.0004633658634680764,JAK2,Co-culture
SERPINB6,-4.6906056,-0.33523026,2.7239774138159415e-06,0.00033817252584504505,JAK2,Co-culture
FPR1,-4.720445,-0.66699654,2.3532933072524988e-06,0.00029840262514209225,JAK2,Co-culture
MDK,-4.7563047,-0.27229783,1.971685448161987e-06,0.0002554787177421696,JAK2,Co-culture
ADAR,-4.8105197,-0.52563936,1.505382531013978e-06,0.0002016702292395675,JAK2,Co-culture
TSPAN18,-4.8343825,-0.8214654,1.3355949674483744e-06,0.00018096930210363343,JAK2,Co-culture
RAB31,-4.937451,-0.69707817,7.915030985455976e-07,0.00011240083987122322,JAK2,Co-culture
SEPT6,-4.938066,-0.893514,7.890106725615579e-07,0.00011240083987122322,JAK2,Co-culture
SLC22A4,-4.946196,-1.0050488,7.567767768014737e-07,0.00010941884714339356,JAK2,Co-culture
TGIF1,-5.0096107,-0.5330631,5.454030636604891e-07,8.185188256656655e-05,JAK2,Co-culture
TNFRSF14,-5.0335464,-1.5914713,4.814879817771813e-07,7.318617323013156e-05,JAK2,Co-culture
TRIM56,-5.034484,-0.53074235,4.791376757123337e-07,7.318617323013156e-05,JAK2,Co-culture
IRF3,-5.051623,-0.5648959,4.380716946363429e-07,6.789252302756185e-05,JAK2,Co-culture
IL15RA,-5.0559735,-1.6921792,4.282004194935059e-07,6.724164468231795e-05,JAK2,Co-culture
CSF1,-5.0618625,-0.8405689,4.1518053187975834e-07,6.607221994585791e-05,JAK2,Co-culture
CASP4,-5.1650043,-0.4832122,2.404337411295488e-07,3.878343448750926e-05,JAK2,Co-culture
PSMA4,-5.1754045,-0.13400291,2.2741759093620077e-07,3.693510901561091e-05,JAK2,Co-culture
TRIB3,-5.18727,-0.48265633,2.1339914732392408e-07,3.4897383319619916e-05,JAK2,Co-culture
TGM2,-5.1902876,-1.1627997,2.0996939119393667e-07,3.4574959749934906e-05,JAK2,Co-culture
CALCOCO2,-5.19852,-0.59896797,2.0088120703126485e-07,3.354433226144614e-05,JAK2,Co-culture
AGTRAP,-5.2010984,-0.47491226,1.9811410990217278e-07,3.3316892014186675e-05,JAK2,Co-culture
TYMP,-5.221929,-0.8346404,1.7706893366906638e-07,2.99904182511493e-05,JAK2,Co-culture
PSMB8-AS1,-5.234146,-1.8886081,1.657494465094164e-07,2.8275186155620733e-05,JAK2,Co-culture
STAT3,-5.2576866,-0.76814854,1.4587897866442165e-07,2.524877621964063e-05,JAK2,Co-culture
IL11,-5.3233566,-0.42621803,1.0186975988421343e-07,1.8064184337808515e-05,JAK2,Co-culture
NLRC5,-5.3256125,-2.3525443,1.0061341472988024e-07,1.8064184337808515e-05,JAK2,Co-culture
NBN,-5.3699393,-0.64649487,7.876305537430744e-08,1.4477748597175023e-05,JAK2,Co-culture
IFI6,-5.514669,-0.9028255,3.494374060754973e-08,6.682144978114671e-06,JAK2,Co-culture
IGFBP4,-5.5526676,-0.27164716,2.813428375633152e-08,5.513389557273827e-06,JAK2,Co-culture
BASP1,-5.570319,-0.5028489,2.5427299136586835e-08,5.0244343093895585e-06,JAK2,Co-culture
CCDC71L,-5.625662,-0.91820616,1.8479779709990993e-08,3.6822902225487937e-06,JAK2,Co-culture
IFIT3,-5.6576986,-1.7002305,1.5341605415063752e-08,3.0828826067965396e-06,JAK2,Co-culture
PLSCR1,-5.671293,-0.7154256,1.4172392257480108e-08,2.8722714975159687e-06,JAK2,Co-culture
RAB27A,-5.6776066,-0.64367896,1.3659255539152454e-08,2.7921402357274394e-06,JAK2,Co-culture
DDIT4,-5.727998,-0.5857768,1.0162277553014538e-08,2.095373263800702e-06,JAK2,Co-culture
OASL,-5.752564,-1.440449,8.790004123924109e-09,1.8283208577762145e-06,JAK2,Co-culture
OGFR,-5.7591267,-0.6363766,8.45503256630492e-09,1.7856382202509738e-06,JAK2,Co-culture
RBCK1,-5.8275504,-0.28757423,5.624678906665274e-09,1.2702132022366379e-06,JAK2,Co-culture
PSMB10,-5.8360467,-1.6595236,5.345386118872527e-09,1.2187480351029363e-06,JAK2,Co-culture
NUCB1,-5.849597,-0.49234945,4.927656273891059e-09,1.145535152612792e-06,JAK2,Co-culture
CD47,-5.9609127,-0.5297425,2.5083325650157544e-09,6.007836543601369e-07,JAK2,Co-culture
CD55,-5.9753413,-0.6759612,2.2960870604046433e-09,5.555593507787235e-07,JAK2,Co-culture
ITM2B,-5.9795604,-0.32101578,2.2374071026242854e-09,5.469422393549182e-07,JAK2,Co-culture
SOD2,-6.174769,-0.80437744,6.626025552163223e-10,1.7077860640531993e-07,JAK2,Co-culture
OPTN,-6.20934,-0.89260185,5.320758823637607e-10,1.386437727759285e-07,JAK2,Co-culture
NMI,-6.273589,-0.9516307,3.5281850343400357e-10,9.295591503807881e-08,JAK2,Co-culture
CARD16,-6.2757277,-0.8389544,3.4800215924818003e-10,9.2717159551605e-08,JAK2,Co-culture
PML,-6.2962947,-1.0083013,3.0484443425881103e-10,8.2141718467556e-08,JAK2,Co-culture
TRIM69,-6.350085,-1.9868717,2.1519621858036692e-10,5.865210040204208e-08,JAK2,Co-culture
APOBEC3G,-6.367546,-1.2644513,1.9207632809521314e-10,5.358251637404346e-08,JAK2,Co-culture
NUB1,-6.3937674,-0.42971036,1.618476837453434e-10,4.568728901154265e-08,JAK2,Co-culture
SERPINB1,-6.503574,-1.0192508,7.843378927349019e-11,2.324777514066249e-08,JAK2,Co-culture
LGALS3BP,-6.6206465,-0.15380682,3.576311653521695e-11,1.0871987426705954e-08,JAK2,Co-culture
CLEC2B,-6.625261,-0.64726555,3.466354092031372e-11,1.0674569900032194e-08,JAK2,Co-culture
PARP9,-6.749116,-1.6737548,1.487488871504158e-11,4.702844816147546e-09,JAK2,Co-culture
SAMD9L,-6.821158,-1.3310379,9.030947327433612e-12,2.8938084192987274e-09,JAK2,Co-culture
IL1B,-6.825948,-0.8310096,8.734641650983918e-12,2.837203052440146e-09,JAK2,Co-culture
DNPEP,-6.890769,-0.37887138,5.549166474065243e-12,1.8275254921254867e-09,JAK2,Co-culture
TMEM158,-7.017949,-0.2079439,2.2514882605412427e-12,7.737288352746948e-10,JAK2,Co-culture
PMAIP1,-7.275869,-0.79776275,3.44198016363351e-13,1.2181527408966834e-10,JAK2,Co-culture
XAF1,-7.459769,-2.9770055,8.667448626359672e-14,3.1139779064884936e-11,JAK2,Co-culture
ISG20,-7.4741244,-1.807114,7.771955890306224e-14,2.8352095087837106e-11,JAK2,Co-culture
GSDMD,-7.480497,-0.60069406,7.404225709309008e-14,2.7570606662644562e-11,JAK2,Co-culture
ICAM1,-7.528398,-0.5832626,5.1366645208413004e-14,1.964525630938531e-11,JAK2,Co-culture
SQOR,-7.573135,-0.8319453,3.6432306313947875e-14,1.4162013890431673e-11,JAK2,Co-culture
CASP1,-7.599957,-0.91236544,2.9622940485614e-14,1.1706986079914652e-11,JAK2,Co-culture
MSRB1,-7.8375444,-1.0605986,4.594426805768098e-15,1.8464923460741207e-12,JAK2,Co-culture
CFH,-8.0865135,-1.2504925,6.139673058238345e-16,2.5100677164990975e-13,JAK2,Co-culture
ETV7,-8.093252,-3.2273443,5.80923750212931e-16,2.416642800885793e-13,JAK2,Co-culture
GBP3,-8.124483,-1.610432,4.492720767668426e-16,1.902346336481316e-13,JAK2,Co-culture
APOL2,-8.286381,-1.1816734,1.1674649501696415e-16,5.033259799713188e-14,JAK2,Co-culture
ERAP2,-8.399923,-0.95953006,4.467712737899617e-17,1.9988378196429382e-14,JAK2,Co-culture
