Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1/82,0.0441973291518992,0.0700942017018402,0,0,24.57777777777778,76.6603234550211,LY96
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),1/86,0.0463071568006132,0.07121479417064,0,0,23.416470588235292,71.94614007723759,CDK6
GO_Biological_Process_2023,Exocytosis (GO:0006887),1/86,0.0463071568006132,0.07121479417064,0,0,23.416470588235292,71.94614007723759,TMED10
GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),1/85,0.0457800971719973,0.07121479417064,0,0,23.696428571428573,73.07755450297252,CDK6
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle (GO:0045786),1/85,0.0457800971719973,0.07121479417064,0,0,23.696428571428573,73.07755450297252,CDK6
GO_Biological_Process_2023,B Cell Activation (GO:0042113),1/92,0.0494639609101419,0.0743791412204356,0,0,21.865934065934063,65.74016991684287,CTPS1
GO_Biological_Process_2023,Steroid Metabolic Process (GO:0008202),1/92,0.0494639609101419,0.0743791412204356,0,0,21.865934065934063,65.74016991684287,NPC1
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),1/91,0.0489384874443282,0.0743791412204356,0,0,22.11,66.71009583505662,CDK6
GO_Biological_Process_2023,Recombinational Repair (GO:0000725),1/95,0.0510387981390416,0.0761829119281284,0,0,21.16489361702128,62.96913934936651,NPC1
Reactome_2022,Heme Signaling R-HSA-9707616,1/45,0.02447931669919,0.0771469374762352,0,0,45.32954545454545,168.16929253740548,LY96
GO_Biological_Process_2023,Monocarboxylic Acid Metabolic Process (GO:0032787),1/97,0.0520873715006026,0.0771805577709659,0,0,20.721875,61.22967487540231,NPC1
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),1/98,0.0526112631068001,0.0773919305121769,0,0,20.507216494845363,60.3901649352506,MRPL47
GO_Biological_Process_2023,Response To UV (GO:0009411),1/100,0.0536582567508638,0.0783642166937076,0,0,20.09090909090909,58.76831842188268,CCND1
GO_Biological_Process_2023,Regulation Of Protein Secretion (GO:0050708),1/102,0.0547041984298952,0.079321087723348,0,0,19.69108910891089,57.21865853007522,TMED10
Reactome_2022,RMTs Methylate Histone Arginines R-HSA-3214858,1/49,0.0266286776759158,0.0793713170040281,0,0,41.54375,150.62793852241148,CCND1
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",1/50,0.0271653448579923,0.0793713170040281,0,0,40.69387755102041,146.73452100035948,EIF3K
Reactome_2022,Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815,1/51,0.0277017430592618,0.0793713170040281,0,0,39.878,143.01287394480332,CCND1
Reactome_2022,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,1/52,0.0282378723956638,0.0793713170040281,0,0,39.09411764705882,139.4522833938583,CCND1
Reactome_2022,SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,1/59,0.0319832597603844,0.0795059332718059,0,0,34.36379310344827,118.2988232215442,CCND1
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",2/523,0.0321081653597677,0.0795059332718059,0,0,8.303689486031137,28.55343957386047,CDK6;CCND1
Reactome_2022,Deadenylation-dependent mRNA Decay R-HSA-429914,1/56,0.0303797035423347,0.0795059332718059,0,0,36.24363636363636,126.63456015986765,PABPC1
Reactome_2022,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,1/54,0.0293093249711077,0.0795059332718059,0,0,37.61509433962264,132.7756240232595,PABPC1
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,1/57,0.0309144903817854,0.0795059332718059,0,0,35.59464285714286,123.7458530082544,EIF3K
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),1/103,0.0552267750789663,0.0795108889434764,0,0,19.49705882352941,56.46947550554387,MRPL47
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),2/711,0.0561178390541477,0.0798814093926558,0,0,6.042939978059866,17.40548926629024,CDK6;NPC1
GO_Biological_Process_2023,Lysosomal Transport (GO:0007041),1/105,0.0562711406066492,0.0798814093926558,0,0,19.120192307692307,55.01975823103713,NPC1
Reactome_2022,Pre-NOTCH Transcription And Translation R-HSA-1912408,1/62,0.0335844049059831,0.0812273979121453,0,0,32.66885245901639,110.86807091829408,CCND1
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),1/108,0.0578357212172233,0.0814715035320097,0,0,18.581308411214952,52.959491641957904,PABPC1
GO_Biological_Process_2023,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),1/111,0.0593979434617608,0.0814715035320097,0,0,18.07181818181818,51.02570047699274,NPC1
GO_Biological_Process_2023,Response To Lipid (GO:0033993),1/110,0.0588774645560401,0.0814715035320097,0,0,18.238532110091743,51.65693734856973,LY96
GO_Biological_Process_2023,T Cell Activation (GO:0042110),1/111,0.0593979434617608,0.0814715035320097,0,0,18.07181818181818,51.02570047699274,CTPS1
GO_Biological_Process_2023,Negative Regulation Of Developmental Process (GO:0051093),1/109,0.0583567238440699,0.0814715035320097,0,0,18.40833333333333,52.30140127379555,CDK6
GO_Biological_Process_2023,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),1/112,0.0599181606870973,0.0816334672448373,0,0,17.90810810810811,50.40730639649694,CCND1
GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),1/115,0.0614772434102234,0.0831992027485023,0,0,17.43421052631579,48.62555082904469,TMED10
GO_Biological_Process_2023,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),1/117,0.0625153256417837,0.0834908625347506,0,0,17.13189655172414,47.49550276790471,CCND1
GO_Biological_Process_2023,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),1/117,0.0625153256417837,0.0834908625347506,0,0,17.13189655172414,47.49550276790471,LY96
GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor (GO:0071356),1/119,0.0635523639651725,0.0843211103590198,0,0,16.839830508474577,46.408738746473205,TXNDC17
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),1/123,0.0656233126701985,0.0865034576107162,0,0,16.284426229508195,44.3559153884753,CDK6
Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,1/82,0.0441973291518992,0.0865484543258073,0,0,24.57777777777778,76.6603234550211,MRPL47
Reactome_2022,Mitochondrial Translation Termination R-HSA-5419276,1/82,0.0441973291518992,0.0865484543258073,0,0,24.57777777777778,76.6603234550211,MRPL47
Reactome_2022,Mitochondrial Translation R-HSA-5368287,1/88,0.0473604821923678,0.0865484543258073,0,0,22.87586206896552,69.77062685533508,MRPL47
Reactome_2022,ER-Phagosome Pathway R-HSA-1236974,1/89,0.0478867482017097,0.0865484543258073,0,0,22.61477272727273,68.72440526863295,LY96
Reactome_2022,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,1/84,0.0452527727730833,0.0865484543258073,0,0,23.98313253012048,74.23957890820988,CCND1
Reactome_2022,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,1/88,0.0473604821923678,0.0865484543258073,0,0,22.87586206896552,69.77062685533508,PABPC1
Reactome_2022,Pre-NOTCH Expression And Processing R-HSA-1912422,1/78,0.0420832593305425,0.0865484543258073,0,0,25.85974025974026,81.92637908684091,CCND1
Reactome_2022,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,1/103,0.0552267750789663,0.0865484543258073,0,0,19.49705882352941,56.46947550554387,LY96
Reactome_2022,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,1/102,0.0547041984298952,0.0865484543258073,0,0,19.69108910891089,57.21865853007522,LY96
Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,1/93,0.0499891704318726,0.0865484543258073,0,0,21.62717391304348,64.79390764349345,CDK6
Reactome_2022,Metabolism Of Nucleotides R-HSA-15869,1/95,0.0510387981390416,0.0865484543258073,0,0,21.16489361702128,62.96913934936651,CTPS1
Reactome_2022,Transcriptional Regulation By RUNX3 R-HSA-8878159,1/95,0.0510387981390416,0.0865484543258073,0,0,21.16489361702128,62.96913934936651,CCND1
Reactome_2022,Cell Cycle R-HSA-1640170,2/654,0.0482926671990147,0.0865484543258073,0,0,6.5906612133606,19.97283765009858,CDK6;CCND1
Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,1/92,0.0494639609101419,0.0865484543258073,0,0,21.865934065934063,65.74016991684287,PABPC1
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,2/736,0.0596877964914005,0.0865484543258073,0,0,5.82954889494399,16.431327955075602,CDK6;LY96
Reactome_2022,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,1/112,0.0599181606870973,0.0865484543258073,0,0,17.90810810810811,50.40730639649694,LY96
Reactome_2022,Antigen processing-Cross Presentation R-HSA-1236975,1/104,0.0557490891026062,0.0865484543258073,0,0,19.306796116504856,55.73667787879545,LY96
Reactome_2022,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,1/106,0.0567929297122617,0.0865484543258073,0,0,18.937142857142856,54.31822944685532,LY96
Reactome_2022,Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,1/107,0.0573144565428046,0.0865484543258073,0,0,18.75754716981132,53.63162372466097,CCND1
Reactome_2022,MyD88-independent TLR4 Cascade R-HSA-166166,1/107,0.0573144565428046,0.0865484543258073,0,0,18.75754716981132,53.63162372466097,LY96
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,2/722,0.0576785406025518,0.0865484543258073,0,0,5.947222222222222,16.966652384143426,CDK6;LY96
Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,1/109,0.0583567238440699,0.0865484543258073,0,0,18.40833333333333,52.30140127379555,EIF3K
Reactome_2022,Cyclin E Associated Events During G1/S Transition R-HSA-69202,1/82,0.0441973291518992,0.0865484543258073,0,0,24.57777777777778,76.6603234550211,CCND1
Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,1/81,0.0436692097020192,0.0865484543258073,0,0,24.88625,77.92163622636126,CDK6
Reactome_2022,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,1/112,0.0599181606870973,0.0865484543258073,0,0,17.90810810810811,50.40730639649694,PABPC1
Reactome_2022,Extra-nuclear Estrogen Signaling R-HSA-9009391,1/73,0.0394346948215383,0.0865484543258073,0,0,27.6625,89.43588520720674,CCND1
Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,1/98,0.0526112631068001,0.0865484543258073,0,0,20.507216494845363,60.3901649352506,EIF3K
Reactome_2022,Mitochondrial Translation Elongation R-HSA-5389840,1/82,0.0441973291518992,0.0865484543258073,0,0,24.57777777777778,76.6603234550211,MRPL47
Reactome_2022,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,1/101,0.0541813590250602,0.0865484543258073,0,0,19.889,57.98475574455278,LY96
GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),1/124,0.0661403988818775,0.086622586922717,0,0,16.151219512195123,43.86631714557356,LY96
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1/127,0.0676900970783306,0.0880839083775712,0,0,15.764285714285714,42.45031112549025,LY96
Reactome_2022,Transcriptional Regulation By RUNX2 R-HSA-8878166,1/119,0.0635523639651725,0.0881259446983726,0,0,16.839830508474577,46.408738746473205,CCND1
Reactome_2022,Disease R-HSA-1643685,3/1736,0.0635121282690012,0.0881259446983726,0,0,3.950375072129256,10.889305255561224,CDK6;CCND1;LY96
Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,1/119,0.0635523639651725,0.0881259446983726,0,0,16.839830508474577,46.408738746473205,CCND1
GO_Biological_Process_2023,Golgi Organization (GO:0007030),1/130,0.0692374571025659,0.0895235910307062,0,0,15.395348837209305,41.1088648413353,TMED10
GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),1/135,0.0718112031348333,0.0922637609896909,0,0,14.817164179104475,39.02418433444003,NPC1
Reactome_2022,G1/S Transition R-HSA-69206,1/129,0.06872193003096,0.09404053583184,0,0,15.51640625,41.54807800311569,CCND1
GO_Biological_Process_2023,Protein Glycosylation (GO:0006486),1/147,0.0779618179237129,0.099536157474929,0,0,13.591095890410958,34.67817161188282,NPC1
Reactome_2022,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,1/140,0.0743784776967384,0.1004592426033869,0,0,14.280575539568344,37.10934161629211,LY96
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),1/150,0.0794936710039837,0.1008575950863044,0,0,13.31543624161074,33.71572144348522,EIF3K
GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),1/155,0.082041618927272,0.1034437803865604,0,0,12.87987012987013,32.20648378609581,LY96
Reactome_2022,Metabolism Of Proteins R-HSA-392499,3/1890,0.0781523370249916,0.1042031160333221,0,0,3.5973767885532597,9.170056329543034,EIF3K;MRPL47;PABPC1
GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),1/159,0.0840753591599023,0.1053536907991368,0,0,12.55126582278481,31.077458185860923,LY96
GO_Biological_Process_2023,Double-Strand Break Repair (GO:0006302),1/168,0.0886363066082588,0.1097144526919301,0,0,11.869461077844312,28.762240982415527,NPC1
GO_Biological_Process_2023,Membrane Organization (GO:0061024),1/167,0.0881305562754592,0.1097144526919301,0,0,11.94156626506024,29.005299838184783,NPC1
Reactome_2022,S Phase R-HSA-69242,1/161,0.0850906924644583,0.1112773679104637,0,0,12.393125,30.537126243364614,CCND1
Reactome_2022,Toll-like Receptor Cascades R-HSA-168898,1/162,0.0855979753157413,0.1112773679104637,0,0,12.31552795031056,30.27272103834212,LY96
GO_Biological_Process_2023,Generation Of Neurons (GO:0048699),1/172,0.0906567589792965,0.1115352852896799,0,0,11.589473684210526,27.82255722527502,CDK6
Reactome_2022,Cellular Senescence R-HSA-2559583,1/165,0.0871182901028945,0.1117753396664361,0,0,12.08841463414634,29.50163602107077,CDK6
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,1/167,0.0881305562754592,0.1117753396664361,0,0,11.94156626506024,29.005299838184783,PABPC1
GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",1/180,0.0946854526218653,0.115790041459269,0,0,11.067039106145252,26.08716820537079,PABPC1
Reactome_2022,Apoptosis R-HSA-109581,1/178,0.0936798032812871,0.1173819221837815,0,0,11.193220338983052,26.50412041350896,LY96
Reactome_2022,ESR-mediated Signaling R-HSA-8939211,1/188,0.0986979139769189,0.1221974173047568,0,0,10.589304812834223,24.52156280450193,CCND1
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),1/193,0.101197485556128,0.122280295046988,0,0,10.3109375,23.619072425294277,CDK6
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),1/192,0.1006980759679046,0.122280295046988,0,0,10.36544502617801,23.7952119088621,NPC1
GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),1/197,0.1031926036714436,0.1232241090900179,0,0,10.098469387755102,22.93522053097424,TMED10
GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),1/196,0.1026942019426715,0.1232241090900179,0,0,10.150769230769232,23.10314691088029,TMED10
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),2/1025,0.1062124957607705,0.1260885183592772,0,0,4.119908765070055,9.23812710269219,CCND1;NONO
GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),1/207,0.1081627975362116,0.1276572552316917,0,0,9.603398058252427,21.359088583232527,CDK6
GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",1/211,0.1101438536952888,0.1292439439314661,0,0,9.418571428571427,20.77706724022753,PABPC1
Reactome_2022,Signaling By NOTCH R-HSA-157118,1/203,0.1061777328104574,0.1299115789680891,0,0,9.795544554455445,21.96788850664253,CCND1
GO_Biological_Process_2023,mRNA Processing (GO:0006397),1/214,0.1116270195571742,0.1302315228167033,0,0,9.28450704225352,20.35713723528996,PABPC1
Reactome_2022,Programmed Cell Death R-HSA-5357801,1/208,0.1086584371036748,0.1304827348097865,0,0,9.556521739130435,21.21113884815151,LY96
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,1/209,0.1091538262351098,0.1304827348097865,0,0,9.510096153846154,21.064835798696524,PABPC1
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),1/225,0.1170460877204304,0.1357734617556993,0,0,8.823660714285714,18.92840675329542,CCND1
GO_Biological_Process_2023,Cellular Response To Lipid (GO:0071396),1/228,0.1185187907018542,0.1367006506390705,0,0,8.705726872246697,18.566562316427337,LY96
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),1/231,0.1199892603122087,0.137614801375019,0,0,8.59086956521739,18.215676378264007,CCND1
GO_Biological_Process_2023,Translation (GO:0006412),1/234,0.1214574995857652,0.1385161371680356,0,0,8.478969957081546,17.875287093283262,MRPL47
Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,1/238,0.1234116878084848,0.1458501765009366,0,0,8.334177215189873,17.43701107096589,CCND1
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),1/257,0.1326402292481628,0.1504243940635589,0,0,7.708203125,15.57145567091446,TXNDC17
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),1/266,0.1369807396062319,0.1536303322655529,0,0,7.443018867924528,14.79608847958579,LY96
GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),1/265,0.1364994377213665,0.1536303322655529,0,0,7.471590909090909,14.879186025364987,CCND1
Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,1/260,0.1340892661016882,0.1566885806132087,0,0,7.617760617760617,15.30598198570044,CCND1
Reactome_2022,Generic Transcription Pathway R-HSA-212436,2/1190,0.1362896663562685,0.1574902811227991,0,0,3.516835016835017,7.008956385001799,CDK6;CCND1
GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),1/298,0.1522542286391262,0.169822024251333,0,0,6.63030303030303,12.479580222549847,CDK6
GO_Biological_Process_2023,Protein Transport (GO:0015031),1/313,0.1593287305680533,0.1767417065864198,0,0,6.306730769230769,11.584113037142156,TMED10
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),1/320,0.1626117613403361,0.1794031932178708,0,0,6.16614420062696,11.200121132400543,TMED10
GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),1/325,0.1649496426027098,0.1809987970181086,0,0,6.069444444444445,10.93783716639799,TMED10
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,2/1312,0.1597542675760954,0.1825763058012519,0,0,3.168617472434266,5.811619836861774,CDK6;CCND1
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),1/336,0.1700721085674156,0.1856163335440073,0,0,5.866865671641791,10.393344758256514,PABPC1
GO_Biological_Process_2023,Protein Localization (GO:0008104),1/351,0.1770112553829199,0.1921566034370735,0,0,5.611142857142857,9.715929293380428,TMED10
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),1/377,0.1889142779841336,0.2038843714266248,0,0,5.216223404255319,8.692637682181235,CCND1
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),1/379,0.1898233802937541,0.2038843714266248,0,0,5.188095238095238,8.6208566449,CDK6
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),1/384,0.1920920848314829,0.2052352274778475,0,0,5.1190600522193215,8.445325009335896,CCND1
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,2/1449,0.1870727265135102,0.2114735169283159,0,0,2.847577363126776,4.773273839788981,CDK6;CCND1
Reactome_2022,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,1/378,0.1893689449880046,0.2117674223521772,0,0,5.202122015915119,8.656633157552786,LY96
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),1/406,0.2020059334187159,0.2146974056753892,0,0,4.835555555555556,7.734269026727764,LY96
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),1/411,0.2042435997045085,0.2159450559375793,0,0,4.775365853658537,7.585391120619804,TMED10
GO_Biological_Process_2023,Organelle Organization (GO:0006996),1/418,0.2073667498861664,0.2181111410719781,0,0,4.693525179856115,7.3841650631973,TMED10
GO_Biological_Process_2023,Phosphorylation (GO:0016310),1/429,0.2122520490864254,0.2220987936316719,0,0,4.570327102803739,7.083919257785029,CDK6
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),1/452,0.2223784262078615,0.2315016436933122,0,0,4.332150776053215,6.512845984951964,NONO
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),1/456,0.2241274058700479,0.2321319560796925,0,0,4.293186813186813,6.420635236657194,NONO
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),1/483,0.2358397918131942,0.2430227296349159,0,0,4.047095435684647,5.84644439752189,CDK6
Reactome_2022,Signaling By Interleukins R-HSA-449147,1/453,0.2228160068186115,0.2465198373312297,0,0,4.322345132743362,6.489607579200506,CCND1
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),1/500,0.2431315551769016,0.249271240913692,0,0,3.905811623246493,5.5234136730827625,CDK6
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),1/537,0.2587836914508432,0.2639853736910612,0,0,3.62929104477612,4.90594038652301,CDK6
Reactome_2022,Axon Guidance R-HSA-422475,1/519,0.2512062768020608,0.2750047661833087,0,0,3.758880308880309,5.192821192092168,PABPC1
Reactome_2022,Nervous System Development R-HSA-9675108,1/545,0.2621290005358316,0.2839730839138176,0,0,3.5744485294117645,4.785895363187444,PABPC1
Reactome_2022,Immune System R-HSA-168256,2/1943,0.2904956451219129,0.3114592483781334,0,0,2.066288854542332,2.554277461707899,CCND1;LY96
Reactome_2022,Metabolism Of RNA R-HSA-8953854,1/666,0.3110811500264278,0.3301269347219234,0,0,2.9058646616541357,3.3931824320336568,PABPC1
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,1/702,0.3250645467379299,0.3414819480883304,0,0,2.7514978601997147,3.0919448480225027,CCND1
Reactome_2022,Adaptive Immune System R-HSA-1280218,1/733,0.3368985014385415,0.3503744414960832,0,0,2.6307377049180327,2.862173110098555,LY96
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),1/763,0.3481708018496923,0.3527639019290698,0,0,2.5232283464566927,2.6621626224738555,CCND1
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),1/766,0.3492883955061234,0.3527639019290698,0,0,2.5129411764705885,2.64325564624218,CDK6
Reactome_2022,Innate Immune System R-HSA-168249,1/1035,0.4427030919482593,0.4558526887388017,0,0,1.8331721470019344,1.4937712404723844,LY96
Reactome_2022,Developmental Biology R-HSA-1266738,1/1073,0.4548670818438736,0.4637860442329691,0,0,1.7646455223880595,1.3900995641261007,PABPC1
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),1/1922,0.6709981808255874,0.6743199539979913,0,0,0.9405517959396148,0.3752696823932653,NONO
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),1/2028,0.6916123942450441,0.6916123942450441,0,0,0.8861371484953132,0.3267450000456131,CCND1
Reactome_2022,Metabolism R-HSA-1430728,1/2049,0.6955541988126146,0.7023071521991449,0,0,0.876025390625,0.3180378142794944,CTPS1
Reactome_2022,Signal Transduction R-HSA-162582,1/2465,0.764783766749005,0.764783766749005,0,0,0.7112418831168831,0.1907281475361842,CCND1
