names,scores,logfoldchanges,pvals,pvals_adj,comparison
CD74,80.657265,8.629555,0.0,0.0,Co-culture_vs_Control
HLA-DRA,74.81621,8.696825,0.0,0.0,Co-culture_vs_Control
WARS,74.79145,3.0166187,0.0,0.0,Co-culture_vs_Control
HLA-B,74.56787,1.859421,0.0,0.0,Co-culture_vs_Control
HLA-DRB1,74.12764,8.408092,0.0,0.0,Co-culture_vs_Control
UBE2L6,71.20854,2.2575023,0.0,0.0,Co-culture_vs_Control
PSMB9,67.25852,2.373759,0.0,0.0,Co-culture_vs_Control
STAT1,67.24083,1.8992788,0.0,0.0,Co-culture_vs_Control
HLA-DPA1,65.25485,7.52259,0.0,0.0,Co-culture_vs_Control
TAP1,64.93203,3.008028,0.0,0.0,Co-culture_vs_Control
PSMB8,61.190434,1.2536293,0.0,0.0,Co-culture_vs_Control
GBP1,60.22963,2.3228831,0.0,0.0,Co-culture_vs_Control
PSME2,57.38445,0.8889877,0.0,0.0,Co-culture_vs_Control
C1S,55.718666,3.8650608,0.0,0.0,Co-culture_vs_Control
IRF1,54.35963,1.9782231,0.0,0.0,Co-culture_vs_Control
HLA-E,53.405186,1.6941199,0.0,0.0,Co-culture_vs_Control
RARRES3,53.252567,3.0417492,0.0,0.0,Co-culture_vs_Control
HLA-DPB1,52.22531,3.3523455,0.0,0.0,Co-culture_vs_Control
B2M,50.684875,0.36946252,0.0,0.0,Co-culture_vs_Control
HLA-A,49.936993,0.42841345,0.0,0.0,Co-culture_vs_Control
GBP2,49.531563,4.4577274,0.0,0.0,Co-culture_vs_Control
PSME1,49.409615,1.3193443,0.0,0.0,Co-culture_vs_Control
IFI35,47.77535,2.3198361,0.0,0.0,Co-culture_vs_Control
HLA-DMA,47.68787,5.74977,0.0,0.0,Co-culture_vs_Control
GBP4,45.574192,5.260546,0.0,0.0,Co-culture_vs_Control
PTGES,44.75465,2.583531,0.0,0.0,Co-culture_vs_Control
C1R,44.554348,3.4468217,0.0,0.0,Co-culture_vs_Control
LGALS3BP,43.82859,0.6057901,0.0,0.0,Co-culture_vs_Control
G6PD,43.789516,1.006823,0.0,0.0,Co-culture_vs_Control
HLA-C,43.685028,0.34958455,0.0,0.0,Co-culture_vs_Control
IFITM3,41.656986,1.0256461,0.0,0.0,Co-culture_vs_Control
DNPEP,41.600418,1.1377443,0.0,0.0,Co-culture_vs_Control
CTSD,41.43844,0.7840139,0.0,0.0,Co-culture_vs_Control
LAP3,40.88055,1.1696608,0.0,0.0,Co-culture_vs_Control
BST2,40.409008,1.694369,0.0,0.0,Co-culture_vs_Control
DDIT4,40.105095,2.2389002,0.0,0.0,Co-culture_vs_Control
ID1,39.626984,0.5993006,0.0,0.0,Co-culture_vs_Control
VAMP5,39.566208,1.2346271,0.0,0.0,Co-culture_vs_Control
TUBB,38.563896,0.27489957,0.0,0.0,Co-culture_vs_Control
SLC16A3,38.085114,0.3575328,0.0,0.0,Co-culture_vs_Control
TAPBP,37.99844,1.1298041,0.0,0.0,Co-culture_vs_Control
TAP2,37.10672,2.1504564,2.1891153617983946e-301,1.081422988728407e-298,Co-culture_vs_Control
TFPI2,36.729824,0.3987181,2.4413424567806697e-295,1.135080634023201e-292,Co-culture_vs_Control
HLA-F,36.728268,3.4707398,2.584792219559142e-295,1.178665252118969e-292,Co-culture_vs_Control
HSPB1,36.666245,0.4295844,2.52157413405096e-294,1.1281427522003089e-291,Co-culture_vs_Control
APOL6,36.492085,2.8042178,1.4807365058169676e-291,6.50207852332073e-289,Co-culture_vs_Control
LY6E,35.88928,0.4781539,4.490144964068785e-282,1.935823952509073e-279,Co-culture_vs_Control
BTN3A2,35.71829,2.3235383,2.056375058060689e-279,8.70727953155983e-277,Co-culture_vs_Control
MKNK2,35.5061,1.1905376,3.9578486318952304e-276,1.6464650308684157e-273,Co-culture_vs_Control
GSTK1,34.961094,1.2531543,8.784100088409592e-268,3.471476354939471e-265,Co-culture_vs_Control
CTSS,34.543358,2.2910347,1.7932344497480994e-261,6.858254076197892e-259,Co-culture_vs_Control
SQOR,34.48642,1.8382576,1.2818664755548563e-260,4.824701248945516e-258,Co-culture_vs_Control
ICAM1,34.073303,1.0572939,1.8340278413509913e-254,6.795073152205423e-252,Co-culture_vs_Control
CASP1,33.972664,2.1940973,5.645500229013607e-253,2.028274264096525e-250,Co-culture_vs_Control
SNHG25,33.366566,1.3898772,4.1897113813470153e-244,1.4609770040367709e-241,Co-culture_vs_Control
CCND3,33.126595,1.2746692,1.2308662781839518e-240,4.22989872294172e-238,Co-culture_vs_Control
APOL1,32.805508,2.3295863,4.9142760436745814e-236,1.6646759078230238e-233,Co-culture_vs_Control
PFN1,32.661552,0.21535702,5.492711313972735e-234,1.7841530229715272e-231,Co-culture_vs_Control
RBCK1,32.396343,0.5884498,3.0904529567224657e-230,9.770776067973748e-228,Co-culture_vs_Control
PARP14,32.330738,1.7270027,2.588061571152915e-229,7.969885191581548e-227,Co-culture_vs_Control
ANGPTL4,32.262043,1.1363348,2.384615730819915e-228,7.249231821692542e-226,Co-culture_vs_Control
ERAP2,30.974855,1.6342251,1.1758807849080037e-210,3.4003030697242173e-208,Co-culture_vs_Control
HMGA1,30.798298,0.3632148,2.7616416031762166e-208,7.795719725537435e-206,Co-culture_vs_Control
CSNK2B,30.715273,0.6927312,3.559054976238068e-207,9.813059487971753e-205,Co-culture_vs_Control
FXYD5,30.610378,0.6402866,8.905680033145205e-206,2.4272584476544722e-203,Co-culture_vs_Control
TUBA1B,30.403282,0.22173165,4.970755196949511e-203,1.3393925821598502e-200,Co-culture_vs_Control
MDK,29.895033,0.58044267,2.283179800148516e-196,6.015417713457957e-194,Co-culture_vs_Control
ISG15,29.749693,0.8436353,1.7500752520558096e-194,4.510628736602973e-192,Co-culture_vs_Control
SNRPA,29.256065,0.8800234,3.759470750242982e-188,9.585437680619525e-186,Co-culture_vs_Control
NUCB1,28.934332,1.1021812,4.418822791029374e-184,1.1029381686409319e-181,Co-culture_vs_Control
TRIB3,28.815994,1.1943481,1.3523275416195734e-182,3.3058134708127143e-180,Co-culture_vs_Control
UCHL1,28.75806,0.227442,7.181650179313727e-182,1.7376662148151746e-179,Co-culture_vs_Control
PSMA2,28.711079,0.38185492,2.774783738591938e-181,6.579567200949204e-179,Co-culture_vs_Control
MRPL37,28.684322,0.7321676,5.985629509894214e-181,1.4052598706793226e-178,Co-culture_vs_Control
PGAM1,28.37067,0.34810966,4.65386812797669e-177,1.0818874612802282e-174,Co-culture_vs_Control
BLVRA,28.352314,0.7408721,7.837929246116225e-177,1.8043978474165817e-174,Co-culture_vs_Control
GSDMD,28.273565,0.9000634,7.306339099714163e-176,1.6658453147348293e-173,Co-culture_vs_Control
AK2,27.993797,0.66795045,1.9333407119214163e-172,4.324846694441568e-170,Co-culture_vs_Control
ATF5,27.964636,0.76008725,4.376328934377445e-172,9.698272120743736e-170,Co-culture_vs_Control
AGTRAP,27.78514,0.9676419,6.559378374219643e-170,1.426935596417396e-167,Co-culture_vs_Control
PPP2R1A,27.608513,0.98399955,8.794230629123909e-168,1.8957163334344192e-165,Co-culture_vs_Control
COL6A2,27.565458,0.5680444,2.8886776763131328e-167,6.170840095561893e-165,Co-culture_vs_Control
TNIP1,27.535864,0.8560369,6.535409014743772e-167,1.3836394514071814e-164,Co-culture_vs_Control
MRPL12,27.5173,0.5597873,1.0901634661183688e-166,2.2876067352742267e-164,Co-culture_vs_Control
UQCRC1,27.442268,0.3976101,8.592479938633498e-166,1.7872358272357676e-163,Co-culture_vs_Control
PHGDH,27.317682,1.0027351,2.615424138326092e-164,5.39277714504246e-162,Co-culture_vs_Control
STMN1,27.226435,0.62359554,3.160378085178903e-163,6.460248720324323e-161,Co-culture_vs_Control
RPL36A,27.09438,0.76885355,1.1468453617440987e-161,2.3242732664680404e-159,Co-culture_vs_Control
PSMA4,26.865013,0.24679653,5.632455588945723e-159,1.1129732243756748e-156,Co-culture_vs_Control
SLC25A6,26.457018,0.3881069,3.029645819364451e-154,5.93710427014627e-152,Co-culture_vs_Control
PSAT1,26.40127,1.2498107,1.3249589030210568e-153,2.5751988121668277e-151,Co-culture_vs_Control
MDH2,26.392036,0.35671058,1.691183465852178e-153,3.260271735145272e-151,Co-culture_vs_Control
CEBPB,26.163614,0.28833383,6.89894707024001e-151,1.3192567171736382e-148,Co-culture_vs_Control
RRM2,26.152231,1.0340902,9.295981853515919e-151,1.7634105736845558e-148,Co-culture_vs_Control
SH3BGRL3,26.111855,0.23581724,2.6742446375224363e-150,4.9930463657426776e-148,Co-culture_vs_Control
GPS1,26.068125,0.8136721,8.383203288963499e-150,1.5529884092804882e-147,Co-culture_vs_Control
RPL28,26.064953,0.16200519,9.10691930963206e-150,1.6739788424030652e-147,Co-culture_vs_Control
SHMT2,25.948824,0.9561776,1.87473849075137e-148,3.393419778068434e-146,Co-culture_vs_Control
C5orf15,25.88914,1.1018034,8.826330975790799e-148,1.5855300007420563e-145,Co-culture_vs_Control
ACOT7,25.86968,0.9509216,1.461493606094753e-147,2.605634314866074e-145,Co-culture_vs_Control
NINJ1,25.756071,1.0229659,2.7561559688016365e-146,4.877161965091373e-144,Co-culture_vs_Control
NDUFS8,25.637156,0.44623166,5.880489728655607e-145,1.032875351450976e-142,Co-culture_vs_Control
HLA-DMB,25.59827,9.637473,1.5947357554690585e-144,2.7601733017286364e-142,Co-culture_vs_Control
PRDX6,25.528378,0.1934693,9.545694081504431e-144,1.640199261308935e-141,Co-culture_vs_Control
SECTM1,25.525618,2.3410466,1.0244011409828429e-143,1.7475251694233936e-141,Co-culture_vs_Control
PSMB3,25.52135,0.16884632,1.1424051370206823e-143,1.9349079006453158e-141,Co-culture_vs_Control
CHCHD10,25.320679,1.0203613,1.8910366361288496e-141,3.1577648391469917e-139,Co-culture_vs_Control
CYC1,25.19711,0.33328444,4.3087875299072965e-140,7.095136799247348e-138,Co-culture_vs_Control
FPR1,25.065704,1.9455429,1.177172065815494e-138,1.8485499354050988e-136,Co-culture_vs_Control
APOL2,25.01436,1.5326086,4.266446006063179e-138,6.65565576945856e-136,Co-culture_vs_Control
PRR13,25.003038,0.83907807,5.665496729573246e-138,8.78040904912685e-136,Co-culture_vs_Control
IDH1,24.957912,1.0730398,1.7521792692734277e-137,2.680495150516872e-135,Co-culture_vs_Control
MTHFD2,24.946249,1.2002616,2.3451867865430097e-137,3.564683915545375e-135,Co-culture_vs_Control
NUB1,24.912653,0.67470807,5.426139097628566e-137,8.143329764744844e-135,Co-culture_vs_Control
HLA-DQB1,24.8528,8.641684,2.4117804257929323e-136,3.5742585910251253e-134,Co-culture_vs_Control
NNMT,24.7447,0.3670363,3.5356545073176475e-135,5.175150597377534e-133,Co-culture_vs_Control
SARS,24.535389,0.7424481,6.194105196607579e-133,8.955769659875543e-131,Co-culture_vs_Control
TUBA1C,24.487038,0.17297961,2.030169735390436e-132,2.899962937685423e-130,Co-culture_vs_Control
ERGIC3,24.477703,0.40669137,2.5524667382572685e-132,3.624197083686009e-130,Co-culture_vs_Control
EDF1,24.448874,0.22619328,5.1730492029820306e-132,7.301389446494638e-130,Co-culture_vs_Control
TAGLN2,24.413614,0.16247803,1.2260118674551864e-131,1.7201889586448155e-129,Co-culture_vs_Control
RHOC,24.279396,0.33284009,3.236202559295825e-130,4.513931475648388e-128,Co-culture_vs_Control
PSMB2,24.259138,0.20457667,5.29579314240995e-130,7.343499824141797e-128,Co-culture_vs_Control
OTUB1,24.058638,0.83309186,6.779203784445274e-128,9.29181966108476e-126,Co-culture_vs_Control
SCAMP3,24.010752,1.0219281,2.1472882767363958e-127,2.926235610228357e-125,Co-culture_vs_Control
HSPA5,23.981125,0.18831007,4.376873902595723e-127,5.896842839678965e-125,Co-culture_vs_Control
PSMD3,23.965147,0.4604372,6.424143829354331e-127,8.606175055460446e-125,Co-culture_vs_Control
OGFR,23.891197,1.0661992,3.781164896822367e-126,5.037021462553482e-124,Co-culture_vs_Control
CAPNS1,23.805204,0.50849247,2.950042067498388e-125,3.907899301928591e-123,Co-culture_vs_Control
NQO2,23.79188,0.61872613,4.05311539881856e-125,5.3098051014798725e-123,Co-culture_vs_Control
VAT1,23.74288,0.80295926,1.301524893460791e-124,1.6957010040517737e-122,Co-culture_vs_Control
IFI27,23.727772,5.6566925,1.8640837969479058e-124,2.4153636608321718e-122,Co-culture_vs_Control
IGFBP4,23.612982,0.40498862,2.8352996951164848e-123,3.653838389706635e-121,Co-culture_vs_Control
CST3,23.53127,0.24420685,1.9525874078186937e-122,2.502689330497128e-120,Co-culture_vs_Control
TSKU,23.489899,1.3970698,5.173488824085601e-122,6.595363817027838e-120,Co-culture_vs_Control
IRX3,23.46333,0.98513573,9.664135903172485e-122,1.2254331044707272e-119,Co-culture_vs_Control
ANXA11,23.453634,1.1328837,1.2137421202177055e-121,1.5227647171747212e-119,Co-culture_vs_Control
C12orf57,23.298908,0.66924083,4.5477703925865784e-120,5.558594409742936e-118,Co-culture_vs_Control
NME4,23.240887,0.63378716,1.7588570779358312e-119,2.138770206769971e-117,Co-culture_vs_Control
ARPC1B,23.187895,0.45029435,6.032217175249062e-119,7.260707292360699e-117,Co-culture_vs_Control
H1FX,23.139502,0.38705063,1.8544256360218997e-118,2.2208151859268324e-116,Co-culture_vs_Control
EPSTI1,23.044012,2.4491227,1.689002896084965e-117,1.98265528079043e-115,Co-culture_vs_Control
RUVBL2,22.958517,0.7016481,1.2113505724300741e-116,1.4149529445055133e-114,Co-culture_vs_Control
GAPDH,22.905252,0.13321623,4.11854670058523e-116,4.740727153605678e-114,Co-culture_vs_Control
PIR,22.813066,0.68841636,3.401649308105767e-115,3.896613932067823e-113,Co-culture_vs_Control
PPDPF,22.69266,0.67825496,5.293707577285089e-114,6.034826638105002e-112,Co-culture_vs_Control
NDUFAF3,22.583538,0.8329379,6.290474846262807e-113,7.102844740694461e-111,Co-culture_vs_Control
TUBG1,22.513464,0.5804618,3.063765289468027e-112,3.443033295917813e-110,Co-culture_vs_Control
GALE,22.490942,0.9390906,5.090846434710082e-112,5.694063710370069e-110,Co-culture_vs_Control
HMGN2,22.480095,0.32677925,6.5001391395086335e-112,7.236211233616372e-110,Co-culture_vs_Control
TIMM50,22.437584,0.656899,1.691872096162352e-111,1.8746575301028827e-109,Co-culture_vs_Control
MT-CYB,22.433008,0.1262446,1.8751684651302484e-111,2.0680927741938813e-109,Co-culture_vs_Control
IDO1,22.38447,8.3200035,5.576444035209012e-111,6.121696340873894e-109,Co-culture_vs_Control
ANXA6,22.341017,0.72524863,1.4764325424531348e-110,1.6059251581031529e-108,Co-culture_vs_Control
RAB13,22.293564,0.30805185,4.2664345630864374e-110,4.619438189950027e-108,Co-culture_vs_Control
TUBB4B,22.269878,0.20124267,7.239622919066762e-110,7.802997211677775e-108,Co-culture_vs_Control
ETV7,22.195047,5.532417,3.834453217817643e-109,4.0956105721122504e-107,Co-culture_vs_Control
SLC1A5,22.151196,0.57408154,1.0158683660409181e-108,1.08019151101176e-106,Co-culture_vs_Control
GRINA,22.13448,0.8979474,1.4719976257295843e-108,1.558214629522317e-106,Co-culture_vs_Control
GYG1,22.08008,1.473608,4.912085210261289e-108,5.153777190518394e-106,Co-culture_vs_Control
MRPL24,22.011543,1.0598521,2.2326144268517784e-107,2.3117796196292304e-105,Co-culture_vs_Control
GYPC,21.988901,1.2033242,3.6777855259611675e-107,3.791636973547444e-105,Co-culture_vs_Control
TECR,21.959284,0.5669147,7.060278049297144e-107,7.185120734117334e-105,Co-culture_vs_Control
ASNS,21.940851,1.7303059,1.0590323694350567e-106,1.0731528010275242e-104,Co-culture_vs_Control
RHBDD2,21.931967,1.3778019,1.287397806035513e-106,1.2990117777325142e-104,Co-culture_vs_Control
GNB2,21.904926,0.27298358,2.3315660440661232e-106,2.3426311032583013e-104,Co-culture_vs_Control
ABHD14B,21.880617,1.4208403,3.9743175816077123e-106,3.97632989430726e-104,Co-culture_vs_Control
GUK1,21.838379,0.17549004,1.0024765641793908e-105,9.987699281437697e-104,Co-culture_vs_Control
NHP2,21.819525,0.27746728,1.5142661201438216e-105,1.5023547381108912e-103,Co-culture_vs_Control
TIMM17B,21.769318,0.9437882,4.533367856066328e-105,4.478967441793532e-103,Co-culture_vs_Control
PPP1CA,21.725384,0.44219032,1.1809330141932177e-104,1.1619204826784056e-102,Co-culture_vs_Control
NAA10,21.722569,0.46237493,1.2555745085454839e-104,1.2302554853979553e-102,Co-culture_vs_Control
FARSB,21.694984,0.8173059,2.288052933161796e-104,2.2054598028915654e-102,Co-culture_vs_Control
BLVRB,21.663,0.5363049,4.583969767132912e-104,4.4006109764475955e-102,Co-culture_vs_Control
FAH,21.603989,0.77482563,1.647547210212557e-103,1.5689413433156685e-101,Co-culture_vs_Control
SOD2,21.602839,1.1366724,1.6891052875630497e-103,1.6020825831478012e-101,Co-culture_vs_Control
TPI1,21.601965,0.17182878,1.7213875842285538e-103,1.6261969082560744e-101,Co-culture_vs_Control
KIF22,21.567291,0.9924541,3.64421913077333e-103,3.429036667813381e-101,Co-culture_vs_Control
CRIP2,21.530565,0.7008009,8.054508288137993e-103,7.548952590052493e-101,Co-culture_vs_Control
BABAM1,21.4331,0.67417836,6.565934816004671e-102,6.129584502248139e-100,Co-culture_vs_Control
BEX3,21.412111,0.62876827,1.0303574108546805e-101,9.581111735759289e-100,Co-culture_vs_Control
RAB27A,21.325977,1.0002004,6.517824696873047e-101,6.013644327325046e-99,Co-culture_vs_Control
CDKN3,21.3056,0.6383956,1.0073131084294254e-100,9.257910243053696e-99,Co-culture_vs_Control
SLC2A4RG,21.281052,0.95221066,1.7008576700202988e-100,1.5571713155027537e-98,Co-culture_vs_Control
SERPINB6,21.267992,0.5189961,2.2469867761274894e-100,2.0414003998289285e-98,Co-culture_vs_Control
SLC25A5,21.2121,0.22863303,7.384261406914888e-100,6.683038415296406e-98,Co-culture_vs_Control
CLEC2B,21.202784,0.76573247,9.001295277358493e-100,8.115540441700554e-98,Co-culture_vs_Control
UQCRQ,21.16901,0.21240358,1.8438595669799618e-99,1.637513035664002e-97,Co-culture_vs_Control
ECH1,21.163841,0.7801214,2.0576023260334916e-99,1.8205174013024682e-97,Co-culture_vs_Control
RNF213,21.031357,0.91880554,3.388192914075038e-98,2.9755863103165666e-96,Co-culture_vs_Control
SLC20A1,21.012087,0.48986143,5.084993424789157e-98,4.432917797375018e-96,Co-culture_vs_Control
CTDNEP1,20.955677,0.54209584,1.6654140469349173e-97,1.4465310579091854e-95,Co-culture_vs_Control
STOM,20.913664,1.2351725,4.021414863529209e-97,3.4801382935768105e-95,Co-culture_vs_Control
POLR2G,20.866755,0.7626685,1.0738154941270085e-96,9.259022907905318e-95,Co-culture_vs_Control
POLR2E,20.861683,0.6234733,1.1939345108369905e-96,1.0257454753973449e-94,Co-culture_vs_Control
PSMD6,20.850016,0.38116387,1.5237155240057089e-96,1.3043444947734068e-94,Co-culture_vs_Control
MVP,20.807377,1.2586547,3.7110738221311808e-96,3.1653590816681496e-94,Co-culture_vs_Control
CALM3,20.790895,0.46473143,5.2325989028925165e-96,4.447146422415317e-94,Co-culture_vs_Control
CNDP2,20.73592,0.8818913,1.6428386054436354e-95,1.386298541362259e-93,Co-culture_vs_Control
SAMD9L,20.71894,1.8059691,2.3377580941497705e-95,1.9657063804425306e-93,Co-culture_vs_Control
PCBP1,20.680117,0.3617039,5.231437869252168e-95,4.367882209708007e-93,Co-culture_vs_Control
ADRM1,20.648186,0.20190066,1.0135562925621056e-94,8.403303080151275e-93,Co-culture_vs_Control
CD47,20.6125,0.6487166,2.1199669972421463e-94,1.7515211651082153e-92,Co-culture_vs_Control
CARHSP1,20.525122,0.5815183,1.284408575382759e-93,1.0465943690541574e-91,Co-culture_vs_Control
RRP7A,20.517738,0.5329595,1.495073079062432e-93,1.2140812620112462e-91,Co-culture_vs_Control
CCPG1,20.516293,0.49761122,1.5402009406326463e-93,1.2464588636273483e-91,Co-culture_vs_Control
KPNA2,20.493635,0.41575074,2.4536710430865246e-93,1.972252466903989e-91,Co-culture_vs_Control
BANF1,20.487822,0.2821811,2.764929231850081e-93,2.214932498163146e-91,Co-culture_vs_Control
ERAL1,20.455326,0.8111637,5.386060183045679e-93,4.2857133912878904e-91,Co-culture_vs_Control
PRNP,20.444,0.21948378,6.793634453449946e-93,5.387647496996828e-91,Co-culture_vs_Control
CDC20,20.434488,0.82240266,8.255426128072446e-93,6.525088811628462e-91,Co-culture_vs_Control
MEA1,20.390182,0.708717,2.0437837596512175e-92,1.6100398840149393e-90,Co-culture_vs_Control
GDF15,20.363178,1.9550117,3.54811597103272e-92,2.7858584736797305e-90,Co-culture_vs_Control
LDHB,20.310787,0.11045055,1.032357945980863e-91,8.078967529735387e-90,Co-culture_vs_Control
CARD16,20.292587,1.1526041,1.4951431369001173e-91,1.1662116467820916e-89,Co-culture_vs_Control
NAA38,20.288534,0.43734768,1.623659102439217e-91,1.2623017913783184e-89,Co-culture_vs_Control
HM13,20.191338,0.41660917,1.1666433772197604e-90,9.040342405436261e-89,Co-culture_vs_Control
ENG,20.172834,0.66872066,1.6963281610383346e-90,1.3102062981935174e-88,Co-culture_vs_Control
MBOAT7,20.147907,0.72464675,2.807344030674176e-90,2.161290313485262e-88,Co-culture_vs_Control
CXCL3,20.085993,1.6824769,9.784615527499424e-90,7.508504964015092e-88,Co-culture_vs_Control
PSMA3,20.060276,0.14387451,1.64169497101568e-89,1.2557377791201226e-87,Co-culture_vs_Control
EEF1A1,20.040653,0.11417725,2.4354872234627036e-89,1.8569219627893128e-87,Co-culture_vs_Control
COX5A,20.001554,0.1801177,5.3382999114285696e-89,4.044145926510998e-87,Co-culture_vs_Control
EIF4EBP1,19.993465,0.3268325,6.278135880960723e-89,4.740992293291104e-87,Co-culture_vs_Control
ADAM15,19.970444,1.0474747,9.956479041903909e-89,7.471140222836249e-87,Co-culture_vs_Control
YARS,19.95872,0.71639556,1.258994062890111e-88,9.417434454022181e-87,Co-culture_vs_Control
SDHB,19.863876,0.45445886,8.360120306083472e-88,6.2338104621965814e-86,Co-culture_vs_Control
TMEM158,19.860893,0.20760046,8.871933998476967e-88,6.594711566516798e-86,Co-culture_vs_Control
PGD,19.781574,0.65473485,4.290885997913712e-87,3.169641395094391e-85,Co-culture_vs_Control
PHB2,19.773706,0.47960216,5.0152035767668456e-87,3.6931834537979953e-85,Co-culture_vs_Control
EIF3L,19.71223,0.62202615,1.6933513764856466e-86,1.2431191281494629e-84,Co-culture_vs_Control
PKM,19.685312,0.108241804,2.8815217481604256e-86,2.1088470275425926e-84,Co-culture_vs_Control
COASY,19.676123,0.56004924,3.454398957017998e-86,2.5203294790403315e-84,Co-culture_vs_Control
CTSA,19.673798,0.430091,3.6164662609266274e-86,2.6304799993586564e-84,Co-culture_vs_Control
TRAP1,19.647371,0.8365203,6.088512386692135e-86,4.40154895467207e-84,Co-culture_vs_Control
BOLA3,19.625858,0.51338303,9.299382928708406e-86,6.682029333501022e-84,Co-culture_vs_Control
COPZ1,19.588055,0.42923093,1.9551881800234302e-85,1.4006471941001685e-83,Co-culture_vs_Control
RNF114,19.543804,0.4647253,4.657800297947535e-85,3.306759301345268e-83,Co-culture_vs_Control
RAB5IF,19.443539,0.17092623,3.3055742211211434e-84,2.3121467826319926e-82,Co-culture_vs_Control
OASL,19.443079,2.602253,3.3353674201309975e-84,2.326124478416065e-82,Co-culture_vs_Control
MSRB1,19.413258,1.0001333,5.962470970122583e-84,4.133979872618324e-82,Co-culture_vs_Control
NSFL1C,19.410902,0.53075516,6.242131164107472e-84,4.315259888143335e-82,Co-culture_vs_Control
ANXA10,19.363855,0.41208187,1.5577862664925883e-83,1.0675788425165391e-81,Co-culture_vs_Control
CXCL1,19.361788,1.480445,1.6215815097607747e-83,1.1080962754884004e-81,Co-culture_vs_Control
PARP9,19.321976,2.197838,3.509620698482556e-83,2.384530831014853e-81,Co-culture_vs_Control
PSMF1,19.317806,0.45353687,3.8048324102680565e-83,2.5777196032078903e-81,Co-culture_vs_Control
MAD2L2,19.293247,0.83211964,6.120613180033827e-83,4.111387527619323e-81,Co-culture_vs_Control
OAF,19.247833,1.0224159,1.4718978867798307e-82,9.859221099243882e-81,Co-culture_vs_Control
RNF181,19.212673,0.51626045,2.89943644155752e-82,1.925810557484928e-80,Co-culture_vs_Control
BIRC5,19.152582,0.5739362,9.210519786587859e-82,6.0666623660992035e-80,Co-culture_vs_Control
UQCRC2,19.144566,0.5550125,1.0743096653892154e-81,7.05651822318811e-80,Co-culture_vs_Control
SNX17,19.08476,0.7843552,3.3801546570128145e-81,2.2019293194254908e-79,Co-culture_vs_Control
BSG,19.0566,0.2563284,5.791736147006899e-81,3.762565685419934e-79,Co-culture_vs_Control
FLOT1,19.036377,0.7617581,8.522422896599484e-81,5.521412342190354e-79,Co-culture_vs_Control
CASP4,19.025967,0.6044296,1.0395293343153794e-80,6.698184667197358e-79,Co-culture_vs_Control
UQCC2,18.93563,0.49451804,5.8015748779552355e-80,3.718025500164177e-78,Co-culture_vs_Control
CKLF,18.93261,0.3816038,6.14423904414326e-80,3.927013375059973e-78,Co-culture_vs_Control
ATIC,18.92394,0.38990548,7.243084297860254e-80,4.616882120184472e-78,Co-culture_vs_Control
RAB11B,18.887619,0.88679004,1.4420718590940854e-79,9.167401587892481e-78,Co-culture_vs_Control
PML,18.86475,1.2691444,2.2231779967674846e-79,1.4095186272553636e-77,Co-culture_vs_Control
GMPPA,18.789494,1.1468178,9.205412821690651e-79,5.774570074812929e-77,Co-culture_vs_Control
NMI,18.755962,1.1807858,1.7305501914767047e-78,1.082712563068486e-76,Co-culture_vs_Control
SDHC,18.750067,0.3661054,1.9334491326738958e-78,1.203305664933423e-76,Co-culture_vs_Control
EIF5A,18.740633,0.14794171,2.3086822835841883e-78,1.4330752436740386e-76,Co-culture_vs_Control
AKT1S1,18.735079,1.0768095,2.5626436244877083e-78,1.586564115505288e-76,Co-culture_vs_Control
ACO2,18.72251,0.6634839,3.2449851367615174e-78,2.003778321950237e-76,Co-culture_vs_Control
GTF2E2,18.647907,0.61026245,1.313163776711384e-77,8.087724538540346e-76,Co-culture_vs_Control
PPIA,18.612843,0.117694706,2.5283765123696597e-77,1.5491696088193635e-75,Co-culture_vs_Control
PDIA4,18.610584,0.3824905,2.6372706624199346e-77,1.6117258233840592e-75,Co-culture_vs_Control
CXCL2,18.590502,2.4008358,3.8357756721775e-77,2.326187026564524e-75,Co-culture_vs_Control
RHNO1,18.58257,0.9246795,4.446969543948762e-77,2.6899628016865574e-75,Co-culture_vs_Control
TRIM69,18.522005,2.9353034,1.3722777828733727e-76,8.237835642403395e-75,Co-culture_vs_Control
XAF1,18.49954,3.0325732,2.0823972209257635e-76,1.2469142147119117e-74,Co-culture_vs_Control
LONP1,18.473099,0.8276658,3.3999555388720254e-76,2.0307240739983242e-74,Co-culture_vs_Control
HSBP1L1,18.450089,0.6708815,5.205901545506962e-76,3.0937929184727092e-74,Co-culture_vs_Control
HAS1,18.4355,0.66413856,6.818692745998651e-76,4.042121059828e-74,Co-culture_vs_Control
RPL12,18.400917,0.12275922,1.2915916366182013e-75,7.637461567952815e-74,Co-culture_vs_Control
SNRPD2,18.363134,0.20553297,2.592092111215811e-75,1.5213784193353788e-73,Co-culture_vs_Control
MT-ATP6,18.342709,0.10312551,3.775063941447692e-75,2.210230029126115e-73,Co-culture_vs_Control
CKAP4,18.3338,0.2892421,4.447285342131515e-75,2.5973899022813422e-73,Co-culture_vs_Control
RNPS1,18.292345,0.3548453,9.522960532862993e-75,5.5345205920403745e-73,Co-culture_vs_Control
HINT1,18.273478,0.12334301,1.3459384987677382e-74,7.765180944715476e-73,Co-culture_vs_Control
