names,scores,logfoldchanges,pvals,pvals_adj,comparison
RAMP2,-0.58640456,-0.49359998,0.5576036782347504,1.0,IFNγ_vs_Control
AC009501.1,-0.5869142,-0.7801591,0.5572613507530637,1.0,IFNγ_vs_Control
PTGFR,-0.58705515,-0.0072395043,0.5571666824999914,1.0,IFNγ_vs_Control
P2RY11,-0.5874563,-0.16276506,0.5568972849664303,1.0,IFNγ_vs_Control
RINL,-0.58762616,-0.7018123,0.5567832348698767,1.0,IFNγ_vs_Control
THTPA,-0.5879226,-0.3078245,0.5565842811080584,1.0,IFNγ_vs_Control
C11orf71,-0.5879659,-0.27968684,0.5565551688306152,1.0,IFNγ_vs_Control
NDUFB5,-0.5881141,-0.26025367,0.5564557074842085,1.0,IFNγ_vs_Control
FANK1,-0.58850443,-0.5949976,0.5561937532330951,1.0,IFNγ_vs_Control
TBC1D22B,-0.5885225,-0.2293928,0.5561816271785318,1.0,IFNγ_vs_Control
SLC36A1,-0.59012365,-0.29918322,0.5551077709379183,1.0,IFNγ_vs_Control
AC103740.2,-0.59048146,-1.2696652,0.5548679281017699,1.0,IFNγ_vs_Control
ECM2,-0.5906116,-1.3069495,0.5547807250864402,1.0,IFNγ_vs_Control
TP53I11,-0.59136695,-0.15755212,0.554274595544371,1.0,IFNγ_vs_Control
TRIML2,-0.5915982,-1.0337818,0.554119653705918,1.0,IFNγ_vs_Control
DIABLO,-0.591797,-0.6205604,0.5539865175021303,1.0,IFNγ_vs_Control
UBN1,-0.59182596,-0.22306229,0.5539671535407096,1.0,IFNγ_vs_Control
DHRS12,-0.5918693,-0.34564826,0.5539381082198707,1.0,IFNγ_vs_Control
APOBEC3B,-0.5918982,-0.8328247,0.5539187450868549,1.0,IFNγ_vs_Control
LINC00887,-0.5919127,-0.7009393,0.5539090636446141,1.0,IFNγ_vs_Control
ZNF665,-0.59198856,-0.6932511,0.5538582374320796,1.0,IFNγ_vs_Control
LNX1,-0.59238255,-0.71130764,0.5535944618788267,1.0,IFNγ_vs_Control
ZNF793-AS1,-0.59238255,-0.33325037,0.5535944618788267,1.0,IFNγ_vs_Control
FAM133A,-0.59282345,-0.63640195,0.5532992998565924,1.0,IFNγ_vs_Control
NOTCH2NL,-0.59290296,-0.39299786,0.5532460821270611,1.0,IFNγ_vs_Control
RUSC1-AS1,-0.59300417,-0.74169254,0.5531783540997888,1.0,IFNγ_vs_Control
AC124016.1,-0.59307647,-0.29801884,0.5531299794257916,1.0,IFNγ_vs_Control
AC036176.1,-0.59347403,-0.15299365,0.5528639557924215,1.0,IFNγ_vs_Control
AZIN1-AS1,-0.5938427,-0.18881527,0.5526173354110282,1.0,IFNγ_vs_Control
CENPS-CORT,-0.59424025,-1.2061955,0.5523514327571855,1.0,IFNγ_vs_Control
AOC2,-0.59424025,-0.46091396,0.5523514327571855,1.0,IFNγ_vs_Control
PLCB2,-0.59424025,-0.60083234,0.5523514327571855,1.0,IFNγ_vs_Control
MCOLN2,-0.59494144,-0.2121703,0.551882630259462,1.0,IFNγ_vs_Control
EHBP1L1,-0.59510046,0.0035770861,0.5517763311157198,1.0,IFNγ_vs_Control
FUOM,-0.5954366,-0.3146369,0.5515516864829906,1.0,IFNγ_vs_Control
CCDC144NL,-0.59581965,-0.5962687,0.55129569473493,1.0,IFNγ_vs_Control
KRAS,-0.59591365,-0.32569432,0.5512329132284297,1.0,IFNγ_vs_Control
AL662844.4,-0.5959606,-1.0507532,0.5512015237934915,1.0,IFNγ_vs_Control
IRS2,-0.5959895,-0.035513703,0.5511822076550088,1.0,IFNγ_vs_Control
TFAP2A-AS1,-0.5964052,-0.19454128,0.5509045749532118,1.0,IFNγ_vs_Control
SIDT2,-0.5966835,-0.016239103,0.550718720213724,1.0,IFNγ_vs_Control
PIM3,-0.5979774,-0.104488224,0.5498550217842035,1.0,IFNγ_vs_Control
SMAD6,-0.59837496,-0.43343732,0.5495897737019153,1.0,IFNγ_vs_Control
AL121603.2,-0.5983822,-0.48507166,0.5495849515934346,1.0,IFNγ_vs_Control
GPRASP1,-0.59860986,-0.61427504,0.5494330658535761,1.0,IFNγ_vs_Control
ZFYVE1,-0.5986207,-0.16017558,0.5494258337156066,1.0,IFNγ_vs_Control
CNNM4,-0.59872913,-0.23468523,0.5493535149177823,1.0,IFNγ_vs_Control
ABHD14A-ACY1,-0.59895325,-0.6544785,0.5492040709465045,1.0,IFNγ_vs_Control
DGKQ,-0.60032666,-0.1954454,0.548288562377055,1.0,IFNγ_vs_Control
AC009118.2,-0.6005218,-0.53890157,0.5481585249944864,1.0,IFNγ_vs_Control
TNFRSF25,-0.6006736,-0.45857844,0.548057395344138,1.0,IFNγ_vs_Control
AC093827.4,-0.6007676,-0.32445222,0.5479947958955911,1.0,IFNγ_vs_Control
ANG,-0.6012663,-1.1132689,0.5476625964490414,1.0,IFNγ_vs_Control
TM4SF18,-0.601794,-0.38510728,0.5473112475024914,1.0,IFNγ_vs_Control
TYW3,-0.60199285,-0.2901843,0.5471789189468024,1.0,IFNγ_vs_Control
ACOT2,-0.6025097,-0.48680866,0.5468349388149738,1.0,IFNγ_vs_Control
MRPL38,-0.6026253,-0.39409384,0.5467579789025293,1.0,IFNγ_vs_Control
ZNF443,-0.6026325,-0.91109574,0.5467531690860865,1.0,IFNγ_vs_Control
SFN,-0.60300845,-0.43368676,0.546503087506837,1.0,IFNγ_vs_Control
ZNF723,-0.60311323,-0.5676593,0.5464333633249064,1.0,IFNγ_vs_Control
AHCYL2,-0.60350716,-0.22225668,0.5461713359913763,1.0,IFNγ_vs_Control
MBNL3,-0.6037819,-0.39486068,0.5459886748898697,1.0,IFNγ_vs_Control
DIP2C,-0.604071,-0.46737826,0.5457964327713032,1.0,IFNγ_vs_Control
TMPRSS9,-0.60423726,-0.984367,0.5456859087553221,1.0,IFNγ_vs_Control
PYROXD2,-0.60430235,-0.4835282,0.5456426632494349,1.0,IFNγ_vs_Control
HACE1,-0.6043529,-0.31815797,0.5456090290313461,1.0,IFNγ_vs_Control
NME5,-0.60489506,-1.0547254,0.5452487269647418,1.0,IFNγ_vs_Control
SLC31A2,-0.60516614,-0.15476216,0.5450686202285051,1.0,IFNγ_vs_Control
QPCTL,-0.6054661,-0.53049374,0.5448693365448568,1.0,IFNγ_vs_Control
CXorf57,-0.60676,-0.81011665,0.5440101904584674,1.0,IFNγ_vs_Control
ADCY1,-0.6070058,-0.77649736,0.543847076868156,1.0,IFNγ_vs_Control
RNFT2,-0.6075009,-0.3354693,0.5435185248577868,1.0,IFNγ_vs_Control
LINC01572,-0.60755515,-1.2726413,0.5434825580109097,1.0,IFNγ_vs_Control
ZDHHC1,-0.6076491,-0.77194774,0.5434202182826667,1.0,IFNγ_vs_Control
AL118506.1,-0.6081045,-0.2858507,0.5431181607988127,1.0,IFNγ_vs_Control
PLPP6,-0.60824186,-0.44968477,0.5430270805109714,1.0,IFNγ_vs_Control
HUWE1,-0.6092249,-0.14550479,0.5423753595981127,1.0,IFNγ_vs_Control
COL16A1,-0.61031646,-0.39143535,0.5416522148570949,1.0,IFNγ_vs_Control
GSN,-0.61107904,0.005087956,0.5411472570836846,1.0,IFNγ_vs_Control
NAIF1,-0.6112923,-0.058316283,0.5410061024417943,1.0,IFNγ_vs_Control
BICRA,-0.61158866,-0.16294897,0.5408099519701202,1.0,IFNγ_vs_Control
SMCR8,-0.61164284,-0.04785494,0.5407740746322895,1.0,IFNγ_vs_Control
TRPM2-AS,-0.6117188,-0.31155398,0.540723848357958,1.0,IFNγ_vs_Control
NCAM1,-0.61216694,-0.49385202,0.5404273217096227,1.0,IFNγ_vs_Control
CSRNP1,-0.6122862,-0.0739647,0.5403484210623353,1.0,IFNγ_vs_Control
ZIC5,-0.61255,-0.4960084,0.5401739037380211,1.0,IFNγ_vs_Control
SLC4A11,-0.6127777,-1.322824,0.5400233155681996,1.0,IFNγ_vs_Control
PDE4A,-0.6136343,-0.18704677,0.5394570054383241,1.0,IFNγ_vs_Control
LINC01139,-0.61386925,-0.46060747,0.5393017403039178,1.0,IFNγ_vs_Control
ZNF169,-0.61408246,-0.12617962,0.5391608267206679,1.0,IFNγ_vs_Control
NXT2,-0.6148595,-7.266586e-05,0.5386474842259144,1.0,IFNγ_vs_Control
H1FX-AS1,-0.61536556,-0.26020333,0.5383133465036113,1.0,IFNγ_vs_Control
AP000766.1,-0.61537635,-0.3798563,0.5383061875478075,1.0,IFNγ_vs_Control
AC084018.2,-0.6154342,-0.75930345,0.5382680072569315,1.0,IFNγ_vs_Control
LRIF1,-0.6157595,-0.17319085,0.5380532684410402,1.0,IFNγ_vs_Control
ZNF426-DT,-0.6159257,-0.7740955,0.5379435296534807,1.0,IFNγ_vs_Control
ANKEF1,-0.6166739,-0.073942095,0.5374498441918509,1.0,IFNγ_vs_Control
PDE8B,-0.61675704,-1.3101403,0.5373950043050977,1.0,IFNγ_vs_Control
EFNA3,-0.6171112,-1.327038,0.5371613702151791,1.0,IFNγ_vs_Control
AP003068.2,-0.6174546,-0.49176756,0.5369349369301264,1.0,IFNγ_vs_Control
NBPF11,-0.617704,-0.43516436,0.5367705049513676,1.0,IFNγ_vs_Control
ZNF90,-0.61790633,-0.20480436,0.5366370715299358,1.0,IFNγ_vs_Control
RAB17,-0.61814487,-0.26075715,0.5364798321342673,1.0,IFNγ_vs_Control
NPIPA1,-0.6184846,-0.46905297,0.5362559251407171,1.0,IFNγ_vs_Control
AC021092.1,-0.6190051,-0.25002074,0.5359130099206977,1.0,IFNγ_vs_Control
ZNF114,-0.6191424,-0.4809534,0.5358225368220393,1.0,IFNγ_vs_Control
ABCF3,-0.6196123,0.026495023,0.5355130817728417,1.0,IFNγ_vs_Control
AC087623.3,-0.6198653,-0.9260576,0.535346489438439,1.0,IFNγ_vs_Control
AP000880.1,-0.6201869,-1.2143989,0.5351347169076115,1.0,IFNγ_vs_Control
GYS1,-0.62072545,-0.078816906,0.5347802709458347,1.0,IFNγ_vs_Control
AL031058.1,-0.62079054,-0.17908281,0.5347374599892101,1.0,IFNγ_vs_Control
SNED1,-0.62094957,-0.46830627,0.5346328182630076,1.0,IFNγ_vs_Control
CLTCL1,-0.62109053,-0.79512477,0.5345400762800951,1.0,IFNγ_vs_Control
DTNBP1,-0.6211447,-0.0015935552,0.5345044084484311,1.0,IFNγ_vs_Control
AC103691.1,-0.6211881,-0.050120946,0.5344758750478733,1.0,IFNγ_vs_Control
ZNF788P,-0.62128204,-1.3244447,0.5344140553171901,1.0,IFNγ_vs_Control
HHIPL2,-0.6215459,-0.38315833,0.5342405038279088,1.0,IFNγ_vs_Control
AC007731.3,-0.6218242,-0.61962706,0.5340574735080352,1.0,IFNγ_vs_Control
AC127024.6,-0.6223953,-0.6981168,0.5336820039781192,1.0,IFNγ_vs_Control
MRPL53,-0.62292296,-0.39309496,0.5333351697296247,1.0,IFNγ_vs_Control
AC128688.2,-0.623053,-0.6391174,0.5332496664721225,1.0,IFNγ_vs_Control
AL031847.1,-0.62305665,-1.5186743,0.5332472914805735,1.0,IFNγ_vs_Control
SFXN2,-0.62356627,-0.7486243,0.5329124712217874,1.0,IFNγ_vs_Control
POC1B-AS1,-0.6238843,-0.18934985,0.5327035592984853,1.0,IFNγ_vs_Control
LIN28B,-0.6240903,-0.19589676,0.5325682634667073,1.0,IFNγ_vs_Control
PINLYP,-0.62419516,-0.92271656,0.5324994354210131,1.0,IFNγ_vs_Control
WBP1L,-0.6244192,-0.32404816,0.5323523009107625,1.0,IFNγ_vs_Control
SNX2,-0.6244265,-0.21308744,0.5323475549789557,1.0,IFNγ_vs_Control
ALOX5AP,-0.62457824,-1.671046,0.532247895359609,1.0,IFNγ_vs_Control
AC022031.2,-0.62478065,-0.46227086,0.5321150305647141,1.0,IFNγ_vs_Control
WWOX,-0.62480956,-0.0022325618,0.5320960512511017,1.0,IFNγ_vs_Control
FAM120B,-0.62482405,-0.022635747,0.5320865617228718,1.0,IFNγ_vs_Control
LNX2,-0.625012,-0.2711685,0.5319632056567767,1.0,IFNγ_vs_Control
FUK,-0.62523603,-0.64480317,0.5318161462072108,1.0,IFNγ_vs_Control
SUOX,-0.62647575,-0.19979836,0.5310029477688485,1.0,IFNγ_vs_Control
PRDM15,-0.62666005,-0.27701533,0.5308820887759822,1.0,IFNγ_vs_Control
CRYBG2,-0.62678295,-1.4109064,0.5308015238692705,1.0,IFNγ_vs_Control
SNX19,-0.6269528,-0.05148011,0.5306901649510274,1.0,IFNγ_vs_Control
SNHG4,-0.6269926,-0.86553824,0.5306641039379761,1.0,IFNγ_vs_Control
RORA-AS1,-0.6271986,-0.72382414,0.5305290709119159,1.0,IFNγ_vs_Control
ZNF674,-0.6273359,-0.44351444,0.5304390585868624,1.0,IFNγ_vs_Control
CLCN5,-0.62757087,-1.1252422,0.530285108114555,1.0,IFNγ_vs_Control
FAM69A,-0.62801903,-0.24793202,0.5299914809333444,1.0,IFNγ_vs_Control
AC098818.2,-0.62926954,-0.9528444,0.5291726034584725,1.0,IFNγ_vs_Control
ZNF438,-0.6294033,-0.22189865,0.5290850737462751,1.0,IFNγ_vs_Control
ADAM22,-0.62977195,-0.8231084,0.5288438137712446,1.0,IFNγ_vs_Control
TEX15,-0.6299924,-1.9058193,0.5286995576060335,1.0,IFNγ_vs_Control
GRIK2,-0.63015866,-2.0271742,0.5285907875188187,1.0,IFNγ_vs_Control
TMED5,-0.6302996,-0.22704287,0.5284985783271908,1.0,IFNγ_vs_Control
LRRC69,-0.6304622,-0.32694906,0.5283921932854341,1.0,IFNγ_vs_Control
ANGPTL2,-0.63056344,-0.006537941,0.5283260036534415,1.0,IFNγ_vs_Control
NDUFA7,-0.630961,0.024116749,0.5280660138491998,1.0,IFNγ_vs_Control
PIGA,-0.6313261,-0.31278753,0.5278273533627695,1.0,IFNγ_vs_Control
PRPF40B,-0.6316405,-0.051810794,0.5276218186159781,1.0,IFNγ_vs_Control
LRFN1,-0.6317851,-0.755551,0.5275273335786852,1.0,IFNγ_vs_Control
AC073508.3,-0.63192964,-0.63444406,0.5274328571709896,1.0,IFNγ_vs_Control
ARL10,-0.6322007,-0.40914658,0.5272557371701522,1.0,IFNγ_vs_Control
AC018647.2,-0.63252234,-0.029504377,0.5270455941470904,1.0,IFNγ_vs_Control
PIH1D2,-0.6327862,-0.38138613,0.526873261558541,1.0,IFNγ_vs_Control
DNAJC12,-0.6338452,-0.52821606,0.5261818600255574,1.0,IFNγ_vs_Control
ZNF488,-0.63411623,-0.7093737,0.5260049546681653,1.0,IFNγ_vs_Control
ZNF540,-0.6341849,-1.3123523,0.5259601434710238,1.0,IFNγ_vs_Control
MPRIP-AS1,-0.63426447,-0.80578315,0.5259082592597115,1.0,IFNγ_vs_Control
ACAD10,-0.634409,-0.24276447,0.5258139310338447,1.0,IFNγ_vs_Control
MAN2B2,-0.6346114,-0.021223415,0.5256818860516672,1.0,IFNγ_vs_Control
NANOS1,-0.6351463,-2.0448687,0.5253329916741125,1.0,IFNγ_vs_Control
CENPV,-0.6351861,-0.5411717,0.5253070650661289,1.0,IFNγ_vs_Control
PRSS36,-0.6351933,-0.517297,0.525302351207745,1.0,IFNγ_vs_Control
FBXO36,-0.6356379,-0.20716867,0.5250124905191211,1.0,IFNγ_vs_Control
AKAP5,-0.63597035,-0.34119216,0.5247957376846379,1.0,IFNγ_vs_Control
MINDY4,-0.6360824,-0.09040611,0.5247227117261422,1.0,IFNγ_vs_Control
AL109615.3,-0.6362306,-0.28655574,0.5246261370000787,1.0,IFNγ_vs_Control
PCDH9,-0.6362523,-0.101780914,0.5246120048769864,1.0,IFNγ_vs_Control
HHIP-AS1,-0.63633543,-1.1373725,0.524557833544828,1.0,IFNγ_vs_Control
AL390729.1,-0.6365956,-1.1179506,0.5243882722485331,1.0,IFNγ_vs_Control
BIRC7,-0.6371052,-0.76676095,0.5240562960758375,1.0,IFNγ_vs_Control
AC092140.1,-0.63751006,-0.516806,0.5237926754868336,1.0,IFNγ_vs_Control
OFD1,-0.6378859,-0.010214512,0.5235479458463776,1.0,IFNγ_vs_Control
AC231981.1,-0.6388184,-0.81001496,0.5229410814428795,1.0,IFNγ_vs_Control
ZNF235,-0.6391907,-0.8372931,0.5226989070390121,1.0,IFNγ_vs_Control
SH3D21,-0.63924485,-1.0507034,0.5226636437279955,1.0,IFNγ_vs_Control
ACHE,-0.6395304,-1.4041741,0.5224779437914304,1.0,IFNγ_vs_Control
ZNF846,-0.6396641,-0.20599626,0.5223909820616754,1.0,IFNγ_vs_Control
CD320,-0.6397328,-0.2995426,0.5223463289288397,1.0,IFNγ_vs_Control
AC005332.5,-0.64020264,-0.19696143,0.5220408601267097,1.0,IFNγ_vs_Control
RHPN1,-0.64035445,-1.458138,0.5219421898395766,1.0,IFNγ_vs_Control
LRAT,-0.64086765,-1.5198452,0.5216086613334086,1.0,IFNγ_vs_Control
EXPH5,-0.6410375,-0.76038015,0.5214982922524796,1.0,IFNγ_vs_Control
ENO3,-0.6411315,-0.32465598,0.5214372421789994,1.0,IFNγ_vs_Control
SESN2,-0.64128333,-0.11808691,0.5213386305991694,1.0,IFNγ_vs_Control
GMPR,-0.6417604,-0.014931189,0.5210287709885121,1.0,IFNγ_vs_Control
BEX3,-0.6428808,-0.23518579,0.5203014434271149,1.0,IFNγ_vs_Control
AC093525.7,-0.64321333,-0.6261744,0.5200856921254997,1.0,IFNγ_vs_Control
AC080038.1,-0.64378434,-0.2534794,0.519715270385217,1.0,IFNγ_vs_Control
SLC4A3,-0.6442904,-0.7466597,0.5193871623589669,1.0,IFNγ_vs_Control
KCNJ14,-0.64451444,-0.33821645,0.5192418915418762,1.0,IFNγ_vs_Control
PAX8,-0.6446554,-0.017453903,0.5191505222603496,1.0,IFNγ_vs_Control
SYTL4,-0.6448397,-0.7425079,0.5190310518808182,1.0,IFNγ_vs_Control
LAMA3,-0.64517945,-0.89139515,0.5188108887800713,1.0,IFNγ_vs_Control
ANKRD52,-0.64531684,0.007654807,0.518721900370722,1.0,IFNγ_vs_Control
DICER1-AS1,-0.6455843,-0.5628763,0.5185486297863608,1.0,IFNγ_vs_Control
TTLL11,-0.64591676,-0.57223934,0.5183332540189396,1.0,IFNγ_vs_Control
AC105411.1,-0.64666134,-0.99246085,0.5178511673338368,1.0,IFNγ_vs_Control
HDAC11,-0.64690346,-0.47968394,0.5176944221521775,1.0,IFNγ_vs_Control
UBE2Z,-0.6475468,-0.20191556,0.5172781139300997,1.0,IFNγ_vs_Control
TMEM173,-0.64790463,-0.058746368,0.5170466467478421,1.0,IFNγ_vs_Control
SELL,-0.6483094,-0.34220022,0.5167848495709702,1.0,IFNγ_vs_Control
CGREF1,-0.64869976,-0.5558406,0.5165324673518896,1.0,IFNγ_vs_Control
ARHGAP4,-0.6487684,-0.40663126,0.5164880733851847,1.0,IFNγ_vs_Control
CCDC121,-0.6487937,-1.4293727,0.5164717182117855,1.0,IFNγ_vs_Control
ATG16L2,-0.6488154,-0.44826475,0.5164576997053987,1.0,IFNγ_vs_Control
ZBTB11-AS1,-0.6488949,-0.050034955,0.5164063002028166,1.0,IFNγ_vs_Control
Z82217.1,-0.6491479,-0.51465076,0.5162427739749089,1.0,IFNγ_vs_Control
MMP17,-0.6496756,-1.1343454,0.5159017914078893,1.0,IFNγ_vs_Control
AC096992.2,-0.64984906,-0.23184898,0.5157897130764747,1.0,IFNγ_vs_Control
PHLDB3,-0.650084,-0.36084896,0.5156379604758634,1.0,IFNγ_vs_Control
POMK,-0.65023583,-0.9598443,0.5155399172738193,1.0,IFNγ_vs_Control
RALGDS,-0.6502611,-0.16322361,0.5155235776809155,1.0,IFNγ_vs_Control
AL118558.3,-0.65029,-0.891306,0.5155049041896063,1.0,IFNγ_vs_Control
AC008011.2,-0.6503189,-0.9010536,0.5154862310494016,1.0,IFNγ_vs_Control
HOXA1,-0.6511502,-0.26349744,0.5149495284600597,1.0,IFNγ_vs_Control
LINC01446,-0.6512117,-0.3769297,0.5149098706622788,1.0,IFNγ_vs_Control
ZNF704,-0.652155,-0.855716,0.5143012060670096,1.0,IFNγ_vs_Control
NECAP1,-0.6527911,-0.044168957,0.5138909768727504,1.0,IFNγ_vs_Control
PRDM4,-0.65380305,0.012050888,0.5132386905582347,1.0,IFNγ_vs_Control
HSD17B6,-0.6541356,-1.5790495,0.5130244620611252,1.0,IFNγ_vs_Control
TSLP,-0.6542585,-0.91637146,0.5129453024502113,1.0,IFNγ_vs_Control
DET1,-0.655209,-0.18206619,0.5123331946384597,1.0,IFNγ_vs_Control
DMC1,-0.655415,-0.49480835,0.5122005827275351,1.0,IFNγ_vs_Control
LINC00342,-0.6559716,-0.99858934,0.5118423874582398,1.0,IFNγ_vs_Control
SLC12A6,-0.6560222,-0.26309133,0.5118098307347991,1.0,IFNγ_vs_Control
AC004854.2,-0.6560873,-0.62321335,0.5117679736783236,1.0,IFNγ_vs_Control
ATRIP,-0.6562897,-0.03670211,0.5116377631502993,1.0,IFNγ_vs_Control
SAP25,-0.65644145,-0.70881176,0.5115401166039136,1.0,IFNγ_vs_Control
STKLD1,-0.6566619,-1.364212,0.5113983139477656,1.0,IFNγ_vs_Control
BRICD5,-0.6569041,-0.2636303,0.5112425871453248,1.0,IFNγ_vs_Control
TTC30B,-0.6569547,-0.4279346,0.5112100503449342,1.0,IFNγ_vs_Control
ARHGAP1,-0.65697277,-0.02511697,0.5111984303211898,1.0,IFNγ_vs_Control
CCNJ,-0.6584076,-0.4742684,0.5102762409537906,1.0,IFNγ_vs_Control
C4orf33,-0.6585775,-0.068860725,0.5101671225101829,1.0,IFNγ_vs_Control
TMEM87A,-0.65883774,-0.20084001,0.509999986014704,1.0,IFNγ_vs_Control
KCNAB3,-0.65907264,-0.6671485,0.5098491235100029,1.0,IFNγ_vs_Control
LRRC6,-0.6597196,-0.69460535,0.5094337921212442,1.0,IFNγ_vs_Control
RASSF4,-0.6601931,-0.80573267,0.5091299468199899,1.0,IFNγ_vs_Control
PDE1C,-0.6603268,-1.0154163,0.5090441451146568,1.0,IFNγ_vs_Control
SH3TC2-DT,-0.66049665,-0.8222454,0.5089351646837833,1.0,IFNγ_vs_Control
ARSE,-0.6608003,-0.40338084,0.508740421602292,1.0,IFNγ_vs_Control
RAP1GAP2,-0.6608942,-0.23132847,0.5086801518984092,1.0,IFNγ_vs_Control
SHISA3,-0.6614725,-1.412485,0.508309343812523,1.0,IFNγ_vs_Control
GHR,-0.6622459,-0.8922956,0.5078136096923522,1.0,IFNγ_vs_Control
TRIM39,-0.66244113,-0.29297706,0.5076885580091115,1.0,IFNγ_vs_Control
AL035446.1,-0.66435665,-0.5682078,0.5064620573207513,1.0,IFNγ_vs_Control
TXNDC12,-0.6648121,-0.19861275,0.5061707035424772,1.0,IFNγ_vs_Control
ZNF558,-0.6651735,-0.34781128,0.50593953315745,1.0,IFNγ_vs_Control
TRAF1,-0.6655205,-1.050196,0.5057176618669678,1.0,IFNγ_vs_Control
F11R,-0.6655277,-1.386165,0.5057130400930993,1.0,IFNγ_vs_Control
NPHP4,-0.6657409,-0.48802897,0.5055767077671718,1.0,IFNγ_vs_Control
MAN1A2,-0.6661999,-0.21231592,0.5052833123271028,1.0,IFNγ_vs_Control
ELOVL7,-0.6662144,-0.5056815,0.50527407298282,1.0,IFNγ_vs_Control
ANO5,-0.66622883,-0.7300664,0.5052648337275252,1.0,IFNγ_vs_Control
TFDP1,-0.6663698,-0.2552242,0.5051747556521441,1.0,IFNγ_vs_Control
ASB4,-0.6666987,-1.1336697,0.5049646063799624,1.0,IFNγ_vs_Control
HARS,-0.66716856,-0.23847656,0.5046644730638589,1.0,IFNγ_vs_Control
KIF5B,-0.6671866,-0.32932776,0.5046529313531245,1.0,IFNγ_vs_Control
RHBDL1,-0.6674143,-0.32641396,0.5045075177214765,1.0,IFNγ_vs_Control
AC106791.1,-0.6676565,-0.027323682,0.5043528957240097,1.0,IFNγ_vs_Control
MANCR,-0.66789865,-1.1937547,0.5041982987232053,1.0,IFNγ_vs_Control
HIST1H2BG,-0.66793114,-0.9754953,0.5041775338665772,1.0,IFNγ_vs_Control
TSPAN7,-0.66919255,-0.6254864,0.5033726669331415,1.0,IFNγ_vs_Control
DOCK6,-0.66931903,-0.4476477,0.5032919870746158,1.0,IFNγ_vs_Control
SRP68,-0.66983587,-0.20384264,0.502962423198592,1.0,IFNγ_vs_Control
ARHGAP45,-0.6701756,-0.12564258,0.5027458489400742,1.0,IFNγ_vs_Control
HIST1H4D,-0.67026234,-0.6560812,0.5026905612854757,1.0,IFNγ_vs_Control
CPED1,-0.67055875,-0.52040315,0.5025016860528413,1.0,IFNγ_vs_Control
CNTNAP1,-0.6707322,-0.9054812,0.5023911423556272,1.0,IFNγ_vs_Control
SCOC-AS1,-0.6718056,-0.15931427,0.5017074393087408,1.0,IFNγ_vs_Control
PSCA,-0.672055,-0.532395,0.5015486697442393,1.0,IFNγ_vs_Control
ARMC2,-0.67272,-0.69276285,0.5011254143343196,1.0,IFNγ_vs_Control
PRR7-AS1,-0.6728104,-0.07723472,0.5010679214117035,1.0,IFNγ_vs_Control
IL11RA,-0.6729044,-0.5800806,0.5010081324797226,1.0,IFNγ_vs_Control
TP53TG3D,-0.6729369,-1.0027798,0.5009874371917622,1.0,IFNγ_vs_Control
ZNF776,-0.67441154,-0.31043935,0.5000497267443,1.0,IFNγ_vs_Control
SMAD5-AS1,-0.6746392,-0.6423455,0.4999050162657772,1.0,IFNγ_vs_Control
SARM1,-0.674744,-0.14778487,0.4998384109764501,1.0,IFNγ_vs_Control
ATG13,-0.67490304,-0.033252005,0.4997373636704664,1.0,IFNγ_vs_Control
HS6ST2,-0.67504764,-0.5781805,0.49964551189377404,1.0,IFNγ_vs_Control
RIPK1,-0.6754669,-0.005656917,0.49937919243383266,1.0,IFNγ_vs_Control
AL365181.3,-0.67574877,-1.1558689,0.4992001579546137,1.0,IFNγ_vs_Control
LIN7A,-0.6757524,-0.30922025,0.49919786286217294,1.0,IFNγ_vs_Control
LARGE1,-0.676103,-0.2930419,0.4989752655402836,1.0,IFNγ_vs_Control
DNM1,-0.676309,-0.076267004,0.4988444855364531,1.0,IFNγ_vs_Control
CD96,-0.67700654,-0.8267541,0.49840180434034453,1.0,IFNγ_vs_Control
LINC02428,-0.6772017,-0.59940857,0.4982779827677326,1.0,IFNγ_vs_Control
THSD1,-0.6773101,-0.6047673,0.49820920007600056,1.0,IFNγ_vs_Control
PRKD1,-0.67770046,-0.484109,0.4979616242124051,1.0,IFNγ_vs_Control
NFATC2,-0.67773664,-1.2845672,0.49793870383335936,1.0,IFNγ_vs_Control
AP001462.1,-0.6779318,-0.26754346,0.49781494348842814,1.0,IFNγ_vs_Control
HIRA,-0.6783763,-0.02609078,0.49753310605296963,1.0,IFNγ_vs_Control
UVRAG,-0.6787631,-0.01365844,0.4972879995158215,1.0,IFNγ_vs_Control
STXBP1,-0.6788209,0.0077642235,0.49725135359951766,1.0,IFNγ_vs_Control
TMC3-AS1,-0.67889315,-0.5411568,0.4972055482270378,1.0,IFNγ_vs_Control
AL121658.1,-0.67899436,-0.35411912,0.4971414244818775,1.0,IFNγ_vs_Control
ATF7IP2,-0.67905945,-0.4848252,0.49710020440089875,1.0,IFNγ_vs_Control
TRIM66,-0.6794859,-0.082123935,0.49683002897091144,1.0,IFNγ_vs_Control
AP000842.3,-0.6797859,-0.47531444,0.4966400372162718,1.0,IFNγ_vs_Control
LPAR2,-0.6799269,-0.6610485,0.4965507773597807,1.0,IFNγ_vs_Control
NEK9,-0.68038946,-0.17995355,0.49625788204853527,1.0,IFNγ_vs_Control
ARHGEF39,-0.6816942,-0.36925545,0.49543232243840285,1.0,IFNγ_vs_Control
CDH7,-0.68177015,-1.719657,0.49538432077747696,1.0,IFNγ_vs_Control
